Name,Saison,Rating,Age,Mean,Growth
David Junior Hoilett,2010,7.02,21,6.755000000000001,-0.5099999999999998
David Luiz,2010,7.17,23,7.07888888888889,-0.1899999999999995
David López,2010,7.12,21,6.988333333333333,0.3200000000000003
David Navarro,2010,6.69,31,6.726666666666667,-0.04999999999999982
David Ospina,2010,6.96,22,6.9125,-0.13999999999999968
David Pizarro,2010,7.2,31,7.214,-0.1900000000000004
David Rozehnal,2010,6.79,30,6.8340000000000005,-0.009999999999999787
David Sauget,2010,6.9,31,6.785,0.010000000000000675
David Silva,2010,7.15,24,7.379,0.41999999999999993
David Trezeguet,2010,6.61,33,6.735,0.25
David Vaughan,2010,7.16,28,7.04,-0.2400000000000002
David Villa,2010,7.34,29,7.115,-0.6600000000000001
David Zurutuza,2010,6.84,24,6.882222222222222,0.1299999999999999
David de Gea,2010,6.93,20,6.694285714285713,0.16000000000000014
Davide Astori,2010,7.39,23,7.228888888888889,-0.15999999999999925
Davide Baiocco,2010,6.57,36,6.57,0.0
Davide Biondini,2010,6.78,27,6.590000000000001,-0.27000000000000046
Davide Brivio,2010,6.66,23,6.636666666666666,0.07000000000000028
Davide Mandelli,2010,6.85,34,6.859999999999999,0.020000000000000462
Davide Moscardelli,2010,6.59,31,6.495,-0.1899999999999995
Davide Zoboli,2010,7.12,29,7.12,0.0
Dean Whitehead,2010,6.61,28,6.595,0.1899999999999995
Dejan Lekic,2010,6.26,26,6.26,0.0
Dejan Lovren,2010,6.94,21,7.036666666666666,-0.040000000000000036
Dejan Stankovic,2010,7.2,32,7.013333333333333,-0.14000000000000057
Delvin N'Dinga,2010,6.75,23,6.656666666666666,0.05999999999999961
Demba Ba,2010,6.94,26,6.965,-0.15999999999999925
Deme N'Diaye,2010,6.64,26,6.64,0.0
Dennis Aogo,2010,6.85,23,6.798888888888889,0.27999999999999936
Dennis Oliech,2010,6.62,26,6.713333333333334,-0.1200000000000001
Derek Boateng,2010,7.2,28,7.0649999999999995,0.27000000000000046
Dianbobo Balde,2010,6.54,35,6.635,-0.1900000000000004
Dickson Etuhu,2010,6.84,29,6.785,-0.10999999999999943
Didier Digard,2010,7.06,24,7.010000000000001,0.02999999999999936
Didier Drogba,2010,7.55,33,7.282500000000001,0.7700000000000005
Didier Ya Konan,2010,7.22,27,6.925,0.6399999999999997
Didier Zokora,2010,6.53,30,6.78,-0.5
Diego,2010,7.53,26,7.262500000000001,0.5
Diego Alves,2010,7.14,26,6.86625,0.4300000000000006
Diego Benaglio,2010,6.68,27,6.673333333333334,-0.20000000000000018
Diego Capel,2010,6.52,23,6.56,-0.08000000000000007
Diego Castro,2010,7.25,28,6.833333333333333,-0.45999999999999996
Diego Colotto,2010,7.07,30,6.970000000000001,-0.23000000000000043
Diego Contento,2010,6.85,21,6.932499999999999,-0.020000000000000462
Diego Costa,2010,6.61,22,7.032000000000001,0.47000000000000064
Diego Forlán,2010,6.73,32,6.846666666666667,-0.5899999999999999
Diego Godín,2010,7.08,24,7.197272727272729,0.13999999999999968
Diego López,2010,6.8,29,6.788000000000001,0.3700000000000001
Diego Milito,2010,6.71,32,7.0775,0.7599999999999998
Diego Perotti,2010,7.26,22,7.202222222222222,-0.03999999999999915
Diego Pérez,2010,7.12,31,6.964,-0.45999999999999996
Diego Rivas,2010,7.05,31,7.05,0.0
Dimitar Berbatov,2010,7.32,30,7.068,-0.6100000000000003
Dimitri Payet,2010,7.37,24,7.314285714285716,-0.07000000000000028
Diniyar Bilyaletdinov,2010,6.4,26,6.630000000000001,0.45999999999999996
Dirk Kuyt,2010,7.29,30,6.986666666666667,-0.20999999999999996
Djamel Bakar,2010,6.23,22,6.5225,-0.22999999999999954
Djamel Mesbah,2010,7.04,26,6.855,-0.34999999999999964
Domenico Criscito,2010,7.47,24,7.096000000000001,-0.17999999999999972
Domingo Cisma,2010,6.76,29,6.833999999999999,-0.16999999999999993
Doni,2010,6.6,31,6.6,0.0
Dorin Goian,2010,6.87,30,6.805,-0.1299999999999999
Drissa Diakité,2010,6.42,26,6.598000000000001,-0.2599999999999998
Duda,2010,7.32,31,6.986,-0.6499999999999995
Dudu Aouate,2010,6.74,33,6.79,0.1200000000000001
Dídac Vilá,2010,7.16,22,7.031666666666666,-0.20000000000000018
Eden Hazard,2010,7.47,19,7.586,-0.4900000000000002
Edgar Alvarez,2010,6.55,31,6.77,0.4400000000000004
Edin Dzeko,2010,7.12,25,7.182307692307694,0.4900000000000002
Edinson Cavani,2010,7.33,23,7.265454545454545,0.03000000000000025
Edu,2010,6.42,29,6.42,0.0
Eduardo,2010,6.6,30,6.56,-0.010000000000000675
Edwin van der Sar,2010,6.66,40,6.85,0.3799999999999999
El Hadji Diouf,2010,6.77,30,6.744999999999999,-0.04999999999999982
Elias,2010,6.6,26,6.6,0.0
Eliseu,2010,7.09,27,6.828,-0.23999999999999932
Eljero Elia,2010,6.9,24,6.975,0.13000000000000078
Elkin Soto,2010,7.01,30,7.0,-0.2599999999999998
Elliot Grandin,2010,6.47,23,6.47,0.0
Emanuel Pogatetz,2010,6.62,28,6.823333333333334,-0.33000000000000007
Emanuele Giaccherini,2010,6.86,25,6.751666666666666,0.0
Emerse Faé,2010,6.92,27,6.9,0.040000000000000036
Emerson Conceição,2010,6.84,25,6.745,0.1899999999999995
Emile Heskey,2010,6.52,33,6.579999999999999,0.1900000000000004
Emiliano Viviano,2010,6.86,25,6.847777777777778,0.08000000000000007
Emir Spahic,2010,7.34,30,7.257142857142857,0.4500000000000002
Emmanuel Rivière,2010,6.59,20,6.5200000000000005,0.3799999999999999
Emmerson Boyce,2010,6.75,31,6.7700000000000005,-0.040000000000000036
Eren Derdiyok,2010,6.86,23,6.91,0.1299999999999999
Eric Abidal,2010,7.11,31,7.115,-0.3099999999999996
Eric Chelle,2010,6.75,33,6.915,-0.33000000000000007
Eric Mouloungui,2010,6.73,27,6.665,0.13000000000000078
Erik Huseklepp,2010,6.65,26,6.65,0.0
Erjon Bogdani,2010,6.65,34,6.5600000000000005,-0.1800000000000006
Ernesto Galán,2010,6.74,25,6.95,-0.41999999999999993
Erwin Hoffer,2010,6.31,24,6.31,0.0
Esteban Cambiasso,2010,7.09,30,7.136666666666667,0.3200000000000003
Etienne Capoue,2010,7.25,22,7.091111111111111,0.33000000000000007
Eugen Polanski,2010,6.98,24,6.956666666666668,0.28000000000000025
Ezequiel Carboni,2010,6.84,32,6.895,0.11000000000000032
Ezequiel Lavezzi,2010,7.4,26,7.081666666666666,0.40000000000000036
Ezequiel Muñoz,2010,6.82,20,6.9071428571428575,0.29000000000000004
Ezequiel Schelotto,2010,6.36,21,6.616,0.27000000000000046
Fabian Boll,2010,6.76,32,6.76,0.0
Fabiano,2010,7.07,29,7.07,0.0
Fabiano Santacroce,2010,7.05,24,6.895,-0.3099999999999996
Fabien Audard,2010,6.83,33,6.860000000000001,0.28000000000000025
Fabien Laurenti,2010,6.73,28,6.73,0.0
Fabio Caserta,2010,6.79,32,6.79,0.0
Fabio Grosso,2010,6.97,33,6.92,-0.09999999999999964
Fabio Quagliarella,2010,7.34,27,6.878181818181818,-0.6799999999999997
Fabio Simplicio,2010,6.83,31,6.83,0.0
Fabián Vargas,2010,6.53,31,6.53,0.0
Fabrice Ehret,2010,6.46,31,6.550000000000001,-0.07000000000000028
Fabrice Muamba,2010,6.61,23,6.726666666666667,0.20999999999999996
Fabricio Coloccini,2010,6.81,29,6.793333333333334,-0.02999999999999936
Fabrizio Miccoli,2010,7.05,32,7.205,0.4500000000000002
Fahid Ben Khalfallah,2010,6.58,28,6.636666666666667,-0.34999999999999964
Faouzi Ghoulam,2010,6.79,19,7.079000000000001,-0.28000000000000025
Farinós,2010,7.31,33,7.07,0.47999999999999954
Faryd Mondragón,2010,6.32,40,6.52,0.39999999999999947
Federico Balzaretti,2010,7.09,29,7.004,0.17999999999999972
Federico Casarini,2010,6.54,21,6.5,-0.08000000000000007
Federico Fazio,2010,6.97,23,7.234444444444445,0.21999999999999975
Federico Santander,2010,6.61,19,6.765000000000001,-0.3099999999999996
Felipe Caicedo,2010,6.88,22,6.658571428571428,-0.16000000000000014
Felipe Melo,2010,7.09,28,7.0,-0.2400000000000002
Felix Bastians,2010,6.67,23,6.5725,0.1200000000000001
Fernando,2010,6.38,23,6.83,0.5099999999999998
Fernando Amorebieta,2010,6.59,26,6.843333333333334,0.15999999999999925
Fernando Llorente,2010,7.29,25,6.955000000000001,-0.1299999999999999
Fernando Marqués,2010,6.82,26,6.705,0.23000000000000043
Fernando Menegazzo,2010,6.79,30,6.88,-0.17999999999999972
Fernando Muslera,2010,6.81,25,6.715,-0.1899999999999995
Fernando Navarro,2010,7.07,28,6.8533333333333335,0.1900000000000004
Fernando Soriano,2010,6.52,31,6.6125,-0.6399999999999997
Fernando Tissone,2010,6.83,24,6.75,-0.39000000000000057
Fernando Torres,2010,6.93,26,6.887777777777778,-0.2999999999999998
Filip Daems,2010,6.72,32,6.856,-0.40000000000000036
Filipe Luís,2010,7.02,25,7.317777777777778,-0.1299999999999999
Fin Bartels,2010,6.53,23,6.787999999999999,-0.27999999999999936
Florent Balmont,2010,6.92,31,6.7844444444444445,0.16000000000000014
Florent Malouda,2010,7.44,31,7.142499999999999,0.1899999999999995
Florent Sinama-Pongolle,2010,6.38,26,6.43,-0.10000000000000053
Florian Bruns,2010,6.34,31,6.34,0.0
Florian Dick,2010,6.78,26,6.915,-0.2699999999999996
Florian Fromlowitz,2010,6.43,24,6.54,0.22000000000000064
Florian Marange,2010,6.79,25,6.7371428571428575,0.05999999999999961
Foued Kadir,2010,7.12,27,6.922,0.15000000000000036
Francesco Antonioli,2010,6.81,41,6.895,0.17000000000000082
Francesco Bega,2010,6.93,36,6.93,0.0
Francesco Della Rocca,2010,6.69,23,6.723333333333334,0.29000000000000004
Francesco Lodi,2010,6.96,27,6.905,-0.05999999999999961
Francesco Modesto,2010,6.6,29,6.5375000000000005,-0.08000000000000007
Francesco Pisano,2010,6.99,25,6.714,-0.3600000000000003
Francesco Totti,2010,7.36,34,7.336666666666667,-0.040000000000000036
Francesco Valiani,2010,6.89,30,6.726000000000001,-0.29000000000000004
Francis,2010,6.93,29,6.775999999999999,0.16000000000000014
Francis Coquelin,2010,6.49,19,6.970000000000001,-0.9799999999999995
Francisco Pavón,2010,6.87,31,6.895,-0.04999999999999982
Francisco Puñal,2010,6.91,35,6.720000000000001,-0.33000000000000007
Franck Beria,2010,7.12,28,7.0042857142857144,0.20999999999999996
Franck Dja Djedje,2010,6.51,25,6.484999999999999,0.04999999999999982
Franck Ribéry,2010,7.82,27,7.413999999999999,0.8200000000000003
Franck Tabanou,2010,7.03,22,6.865714285714286,-0.2999999999999998
Franco Sosa,2010,6.56,30,6.8149999999999995,-0.5100000000000007
Francois Clerc,2010,6.94,28,6.956666666666666,0.22000000000000064
Frank Lampard,2010,7.37,33,7.191666666666667,-0.2999999999999998
Frank Rost,2010,6.69,38,6.745,0.10999999999999943
Frederic Kanoute,2010,7.07,33,6.890000000000001,-0.040000000000000036
Frederic Sammaritano,2010,6.35,25,6.5275,-0.16000000000000014
Frederik Sörensen,2010,6.83,19,6.946666666666666,0.20999999999999996
Frédéric Piquionne,2010,6.9,32,6.845000000000001,-0.11000000000000032
Gabi,2010,7.67,27,7.234444444444445,0.20999999999999996
Gabriel Agbonlahor,2010,6.5,24,6.6257142857142854,0.040000000000000036
Gabriel Heinze,2010,6.93,33,7.1433333333333335,-0.28000000000000025
Gabriel Paletta,2010,7.23,25,7.045714285714287,-0.13000000000000078
Gabriel Tamas,2010,6.57,27,6.57,0.0
Gabriele Perico,2010,6.54,27,6.477499999999999,-0.13999999999999968
Gaby Mudingayi,2010,6.86,29,7.03,0.16999999999999993
Gaetano Berardi,2010,6.77,22,6.705,-0.1299999999999999
Gaetano D'Agostino,2010,7.0,29,7.033333333333334,0.04999999999999982
Gaizka Toquero,2010,7.03,26,6.83,-0.13999999999999968
Gareth Bale,2010,7.38,21,7.571818181818181,0.28000000000000025
Gareth Barry,2010,7.06,29,7.030000000000001,0.22000000000000064
Garry Bocaly,2010,6.85,23,6.945,-0.1900000000000004
Gary Cahill,2010,7.3,25,7.019,-0.009999999999999787
Gary Caldwell,2010,6.72,29,6.635,0.04999999999999982
Gary Medel,2010,6.97,23,6.7780000000000005,-0.25
Gary Taylor-Fletcher,2010,6.87,30,6.87,0.0
Gastón Ramírez,2010,6.67,20,6.843750000000001,0.3600000000000003
Gastón Sangoy,2010,6.32,26,6.32,0.0
Gaël Clichy,2010,7.34,25,7.276249999999999,-0.08999999999999986
Gaël Danic,2010,7.1,29,6.874285714285714,0.3099999999999996
Gaël Germany,2010,6.71,26,6.71,0.0
Gaël Givet,2010,6.78,29,6.81,0.21999999999999975
Gaëtan Bong,2010,6.93,22,6.726666666666667,-0.07000000000000028
Gelson Fernandes,2010,6.93,24,6.753333333333333,0.08000000000000007
Gennaro Gattuso,2010,7.09,33,7.005,-0.16999999999999993
Gennaro Sardo,2010,6.98,32,6.802000000000001,-0.5100000000000007
Geoffrey Dernis,2010,6.63,30,6.543333333333333,-0.1200000000000001
Geoffrey Jourdren,2010,6.85,25,6.752857142857144,-0.20999999999999996
Georg Niedermeier,2010,6.81,25,6.941428571428572,0.1299999999999999
George Elokobi,2010,6.8,25,6.82,0.040000000000000036
Georgios Tzavellas,2010,7.21,23,7.21,0.0
Gerald Asamoah,2010,6.77,32,6.59,0.35999999999999943
Gerard Piqué,2010,7.04,23,7.169,0.3099999999999996
Gergely Rudolf,2010,6.36,26,6.36,0.0
Geromel,2010,7.08,25,7.084999999999999,0.09999999999999964
Gervinho,2010,7.2,23,7.041111111111112,-0.05000000000000071
Giampaolo Pazzini,2010,6.65,26,6.695714285714287,-0.7600000000000007
Giampiero Pinzi,2010,6.83,30,6.8999999999999995,-0.11000000000000032
Giandomenico Mesto,2010,6.98,29,7.115,0.3699999999999992
Gianluca Comotto,2010,6.61,32,6.6933333333333325,0.1299999999999999
Gianluca Curci,2010,6.76,25,6.8774999999999995,-0.08000000000000007
Gianluca Grava,2010,7.15,34,7.1850000000000005,0.0699999999999994
Gianluca Zambrotta,2010,7.18,34,6.8999999999999995,-0.4499999999999993
Gianluigi Buffon,2010,6.41,32,6.757,0.07000000000000028
Gianni Munari,2010,6.7,27,6.535,-0.33000000000000007
Gilberto Martinez,2010,7.05,31,7.05,0.0
Giorgio Chiellini,2010,7.43,26,7.327272727272728,0.1900000000000004
Giovanni Marchese,2010,6.7,26,6.918000000000001,0.28000000000000025
Giovanni Pasquale,2010,6.51,29,6.556,0.08999999999999986
Giulio Donati,2010,6.53,20,6.784285714285715,0.33999999999999986
Giulio Migliaccio,2010,7.17,30,7.031999999999999,-0.29000000000000004
Giuseppe Biava,2010,6.96,34,7.045714285714285,0.2400000000000002
Giuseppe Colucci,2010,7.2,30,6.915,-0.5700000000000003
Giuseppe Mascara,2010,6.98,31,6.943333333333334,0.0699999999999994
Giuseppe Rossi,2010,7.44,23,7.165,0.3099999999999996
Giuseppe Sculli,2010,6.72,30,6.936666666666667,0.22000000000000064
Giuseppe Vives,2010,7.16,30,7.0280000000000005,0.08999999999999986
Glen Johnson,2010,7.23,26,7.095,-0.09000000000000075
Glenn Whelan,2010,6.49,27,6.7425000000000015,0.27999999999999936
Gojko Kacar,2010,6.83,24,6.703999999999999,0.16999999999999993
Gonzalo Bergessio,2010,6.97,26,6.85,0.020000000000000462
Gonzalo Castro,2010,6.93,23,6.960500000000001,0.25
Gonzalo Colsa,2010,7.03,32,6.930000000000001,-0.08000000000000007
Gonzalo Higuaín,2010,7.51,23,7.271666666666667,-0.7600000000000007
Gonzalo Jara,2010,6.66,25,6.66,0.0
Gonzalo Rodríguez,2010,6.99,27,7.0625,0.40999999999999925
Goran Pandev,2010,6.62,27,6.6762500000000005,0.08999999999999986
Gorka Elustondo,2010,6.45,23,6.6725,-0.6200000000000001
Gorka Iraizoz,2010,6.75,29,6.797499999999999,0.29000000000000004
Grafite,2010,6.77,32,6.925,-0.3100000000000005
Graham Dorrans,2010,6.6,24,6.638333333333333,0.33000000000000007
Granddi N'Goyi,2010,6.58,23,6.71,-0.2599999999999998
Gregory Coupet,2010,6.5,38,6.640000000000001,0.28000000000000025
Gregory Leca,2010,6.93,31,6.85,0.16000000000000014
Gregory Tafforeau,2010,6.91,34,6.91,0.0
Grégory Arnolin,2010,6.9,30,6.863333333333334,-0.04999999999999982
Grégory Bourillon,2010,6.81,27,6.825,0.45999999999999996
Grégory Lorenzi,2010,6.61,27,6.753333333333334,-0.33000000000000007
Grégory Pujol,2010,7.12,31,6.736,0.3600000000000003
Grégory Sertic,2010,6.58,21,6.892,-0.2599999999999998
Grétar Steinsson,2010,6.96,29,6.79,-0.09999999999999964
Guillaume Hoarau,2010,7.19,27,7.175000000000001,0.03000000000000025
Guillermo Giacomazzi,2010,6.84,33,6.93,0.17999999999999972
Gurpegi,2010,6.9,30,6.878333333333334,-0.05999999999999961
Gustavo Franchin,2010,6.58,29,6.58,0.0
Gustavo Munúa,2010,6.83,33,6.805,-0.1299999999999999
Guy Demel,2010,6.7,30,6.7775,-0.04999999999999982
Gylfi Sigurdsson,2010,6.67,21,6.949,-0.5099999999999998
György Garics,2010,6.66,27,6.754999999999999,0.16999999999999993
Gökhan Inler,2010,7.27,27,7.1000000000000005,-0.02999999999999936
Halil Altintop,2010,6.49,28,6.69,0.009999999999999787
Hasan Kabze,2010,6.4,29,6.4,0.0
Hassan Yebda,2010,6.78,27,6.746666666666666,-0.20000000000000018
Hedwiges Maduro,2010,6.85,26,6.543333333333334,0.40999999999999925
Heiko Butscher,2010,6.63,30,6.6899999999999995,-0.1200000000000001
Heiko Westermann,2010,7.11,27,7.170000000000001,-0.13999999999999968
Heinz Müller,2010,6.54,33,6.7475000000000005,0.2599999999999998
Hendry Thomas,2010,6.71,26,6.835,0.25
Henri Bedimo,2010,6.97,27,6.86625,0.22999999999999954
Henrique,2010,7.05,24,7.051666666666666,-0.040000000000000036
Hernanes,2010,7.44,26,7.277142857142857,-0.5100000000000007
Hernán Bernardello,2010,6.88,24,6.915,-0.07000000000000028
Hernán Crespo,2010,6.53,35,6.635,0.20999999999999996
Heurelho Gomes,2010,7.01,29,6.944,0.5700000000000003
Holger Badstuber,2010,6.87,21,6.97,0.009999999999999787
Houssine Kharja,2010,7.0,28,6.8149999999999995,-0.3700000000000001
Hugo Campagnaro,2010,7.47,31,7.3566666666666665,-0.05999999999999961
Hugo Lloris,2010,6.92,24,6.8100000000000005,-0.020000000000000462
Hugo Rodallega,2010,6.62,25,6.615,0.33000000000000007
Håvard Nordtveit,2010,6.95,20,6.73888888888889,0.27000000000000046
Hérita Ilunga,2010,6.45,29,6.5649999999999995,0.22999999999999954
Ian Evatt,2010,7.0,29,7.0,0.0
Ignacio Camacho,2010,6.7,20,7.168571428571427,-0.009999999999999787
Ignacio Piatti,2010,6.74,26,6.74,0.0
Ignazio Abate,2010,7.41,24,6.942,-0.6400000000000006
Igor Gabilondo,2010,6.67,32,6.79,-0.2400000000000002
Igor de Camargo,2010,6.73,28,6.655,0.15000000000000036
Ikechukwu Uche,2010,6.61,27,6.75,0.1299999999999999
Iker Casillas,2010,6.68,30,6.744,0.040000000000000036
Iker Muniain,2010,6.99,18,6.894444444444444,0.20000000000000018
Ilkay Gündogan,2010,6.86,20,7.137499999999999,-0.5699999999999994
Ion Ansotegi,2010,6.76,28,6.8566666666666665,0.1900000000000004
Ireneusz Jelen,2010,6.38,30,6.6850000000000005,-0.6100000000000003
Isaac Vorsah,2010,6.97,23,6.88,0.08000000000000007
Ismaël Gace,2010,6.73,24,6.925000000000001,-0.3899999999999997
Issam Jemaa,2010,6.47,27,6.57,-0.20000000000000018
Ivan Klasnic,2010,6.26,31,6.533333333333334,0.4900000000000002
Ivan Obradovic,2010,6.91,22,6.9350000000000005,-0.04999999999999982
Ivan Rakitic,2010,7.08,23,7.190909090909091,0.020000000000000462
Ivo Ilicevic,2010,7.34,24,7.0,0.4500000000000002
Iván Alonso,2010,6.39,32,6.449999999999999,-0.1200000000000001
Iván Cuéllar,2010,6.92,26,6.706,-0.02999999999999936
Iván Córdoba,2010,6.7,34,6.785,0.16999999999999993
Iván Hernández,2010,7.01,31,6.895,0.22999999999999954
Iván Marcano,2010,6.93,23,6.885,0.08999999999999986
Iván Ramis,2010,7.09,26,6.901111111111111,-0.5700000000000003
Jack Rodwell,2010,6.37,19,6.553999999999999,0.25
Jack Wilshere,2010,7.05,18,6.949999999999999,-0.040000000000000036
Jacques Faty,2010,6.57,27,6.616666666666667,-0.1200000000000001
Jacques-Alaixys Romao,2010,7.05,27,6.879,-0.040000000000000036
Jaime Gavilán,2010,6.97,26,6.664999999999999,0.3899999999999997
Jakub Blaszczykowski,2010,6.82,25,7.074999999999999,-0.6899999999999995
Jamel Aït Ben Idir,2010,6.66,27,6.66,0.0
James Collins,2010,7.04,27,7.036666666666666,0.11000000000000032
James McCarthy,2010,6.91,20,6.934285714285714,0.22999999999999954
James Milner,2010,6.77,24,6.9381818181818184,-0.17999999999999972
James Morrison,2010,6.68,24,6.861428571428571,0.1200000000000001
James Tomkins,2010,7.34,21,7.067777777777777,-0.16999999999999993
Jamie Carragher,2010,6.7,33,6.6625,0.22999999999999954
Jamie O'Hara,2010,7.04,24,6.976666666666667,0.040000000000000036
Jan Morávek,2010,6.99,21,6.782500000000001,0.23000000000000043
Jan Rosenthal,2010,6.88,25,6.75,0.33000000000000007
Jan Schlaudraff,2010,6.97,27,6.843333333333334,-0.010000000000000675
Jaroslav Plasil,2010,7.16,29,6.825999999999999,-0.04999999999999982
Jason Roberts,2010,6.53,33,6.505000000000001,-0.04999999999999982
Javad Nekounam,2010,7.19,30,7.123333333333334,0.23000000000000043
Javi Chica,2010,6.7,26,6.797999999999999,-0.20999999999999996
Javi López,2010,6.88,8,6.934444444444444,0.07000000000000028
Javi Martínez,2010,7.43,22,7.307777777777777,-0.21999999999999975
Javi Márquez,2010,7.02,25,6.733333333333334,-0.6899999999999995
Javi Varas,2010,6.96,28,6.74,-0.10999999999999943
Javi Venta,2010,6.9,35,6.993333333333333,0.020000000000000462
Javier Camuñas,2010,6.97,30,6.8,0.08999999999999986
Javier Mascherano,2010,6.96,26,7.0725,-0.2999999999999998
Javier Paredes,2010,6.91,28,6.75,0.3799999999999999
Javier Pastore,2010,7.35,21,7.137500000000001,-0.21999999999999975
Javier Pinola,2010,7.07,28,7.15,-0.05999999999999961
Javier Portillo,2010,6.23,29,6.23,0.0
Javier Zanetti,2010,7.1,37,7.09,0.11000000000000032
Jay Spearing,2010,6.91,22,6.734999999999999,-0.35000000000000053
Jean Makoun,2010,6.89,28,6.96,-0.1299999999999999
Jean-Alain Fanchone,2010,6.55,22,6.55,0.0
Jean-Armel Kana-Biyik,2010,7.13,21,6.941666666666666,-0.04999999999999982
Jean-François Gillet,2010,6.89,32,6.928,-0.2699999999999996
Jean-Jacques Gosso,2010,6.47,28,6.47,0.0
Jean-Pascal Mignot,2010,6.99,30,6.960000000000001,0.020000000000000462
Jeda,2010,6.76,32,6.776666666666666,0.2400000000000002
Jefferson Farfán,2010,7.23,26,7.502000000000001,-0.3699999999999992
Jens Hegeler,2010,6.75,23,6.7225,-0.1200000000000001
Jeremie Bréchet,2010,7.05,31,6.9875,-0.03000000000000025
Jeremy Mathieu,2010,7.1,27,6.97625,0.03000000000000025
Jermain Defoe,2010,6.68,28,6.72375,-0.09999999999999964
Jermaine Beckford,2010,6.46,27,6.46,0.0
Jermaine Jenas,2010,6.89,28,6.89,0.0
Jermaine Jones,2010,6.62,29,7.025,-0.3200000000000003
Jermaine Pennant,2010,7.11,28,6.84,-0.3200000000000003
Jerome Leroy,2010,6.65,36,6.683333333333333,-0.1999999999999993
Jerome Thomas,2010,6.88,28,6.779999999999999,-0.20000000000000018
Jesús Gámez,2010,7.11,25,7.033333333333332,0.3700000000000001
Jesús Navas,2010,7.24,25,7.002000000000001,-0.05999999999999961
Jimmy Briand,2010,6.62,25,6.657272727272727,0.45999999999999996
Jires Kembo-Ekoko,2010,6.84,23,6.739999999999999,0.46999999999999975
Jiri Bilek,2010,6.79,27,6.79,0.0
Jirí Jarosik,2010,7.3,33,7.285,0.03000000000000025
Joan Capdevila,2010,6.91,33,6.816666666666666,-0.07000000000000028
Joan Verdú,2010,6.82,28,6.7749999999999995,-0.11999999999999922
Joaquín,2010,7.19,29,6.958,-0.2999999999999998
Jody Craddock,2010,6.69,35,6.885,0.3899999999999997
Joe Hart,2010,6.92,23,6.677000000000001,0.34000000000000075
Joel Matip,2010,6.44,19,7.058,-0.8799999999999999
Joey Barton,2010,7.35,28,7.064,-0.4499999999999993
Johan Djourou,2010,6.97,23,6.85,0.03000000000000025
Johan Elmander,2010,7.18,30,6.786666666666666,-0.7199999999999998
Johannes Flum,2010,6.66,23,6.772,-0.4299999999999997
John Arne Riise,2010,7.07,30,6.926,0.3099999999999996
John Heitinga,2010,6.49,27,6.680000000000001,0.0699999999999994
John Mensah,2010,6.89,28,7.02,0.2600000000000007
John O'Shea,2010,6.99,30,6.758750000000001,-0.2599999999999998
John Obi Mikel,2010,7.07,24,6.816666666666667,-0.41000000000000014
John Pantsil,2010,6.71,30,6.855,0.29000000000000004
John Terry,2010,7.31,30,7.061428571428572,-0.17999999999999972
Joleon Lescott,2010,6.99,28,6.941666666666667,0.02999999999999936
Jonas Olsson,2010,6.85,28,6.766,0.1200000000000001
Jonathan Brison,2010,6.8,28,6.970000000000001,-0.07000000000000028
Jonathan Pitroipa,2010,6.99,25,6.8774999999999995,0.45999999999999996
Jonathan Spector,2010,6.39,25,6.605,0.4300000000000006
Jonathan Walters,2010,6.64,27,6.675714285714285,-0.09999999999999964
Jonathan Zebina,2010,7.0,32,6.890000000000001,-0.35999999999999943
Jonathan de Guzmán,2010,7.08,23,6.73625,0.07000000000000028
Jonny Evans,2010,6.9,22,7.045454545454547,0.04999999999999982
Jonás Gutiérrez,2010,6.93,27,6.916666666666667,-0.08000000000000007
Jordan Henderson,2010,7.05,20,6.909999999999999,-0.17999999999999972
Jordan Loties,2010,7.16,26,6.94,0.46999999999999975
Jordi Alba,2010,6.89,21,7.086,-0.07000000000000028
Jordi Amat,2010,6.67,18,6.614999999999999,0.16999999999999993
Jordi Codina,2010,6.89,29,6.865,-0.04999999999999982
Jorge López,2010,6.44,32,6.61,-0.33999999999999986
Joris Marveaux,2010,6.64,28,6.748,-0.15000000000000036
Joris Mathijsen,2010,6.85,31,6.803333333333332,0.08000000000000007
Joseba Llorente,2010,6.81,31,6.573333333333333,0.040000000000000036
Josip Ilicic,2010,7.25,23,7.141,-0.54
Josuha Guilavogui,2010,6.89,20,6.938888888888888,-0.040000000000000036
Josué,2010,6.92,31,6.907500000000001,0.03000000000000025
José Antonio Reyes,2010,7.62,27,6.981249999999999,0.1900000000000004
José Bosingwa,2010,6.82,28,6.87,0.0
José Callejón,2010,6.96,23,6.899166666666667,0.2599999999999998
José Enrique,2010,6.97,25,6.94,0.040000000000000036
José Manuel Jurado,2010,6.82,24,6.783333333333334,-0.13999999999999968
José Reina,2010,6.7,28,6.68375,0.040000000000000036
José Saez,2010,6.31,29,6.353333333333333,-0.10000000000000053
João Victor,2010,6.69,22,6.69,0.0
Joël Sami,2010,6.71,26,6.742500000000001,-0.16000000000000014
Juan,2010,7.25,32,7.3999999999999995,0.23000000000000043
Juan Arango,2010,7.13,31,7.290000000000001,-0.4400000000000004
Juan Calatayud,2010,6.96,31,6.96,0.0
Juan Camilo Zuñiga,2010,6.9,25,6.9775,-0.15000000000000036
Juan Forlín,2010,6.7,23,6.7375,0.0600000000000005
Juan Mata,2010,7.19,22,7.025454545454545,-0.16999999999999993
