Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Total goals,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble,Passes per game,Crosses per game,Long balls per game,Through balls per game,Tackles per game,Interceptions per game,Fouls per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals
Gorka Iraizoz,Athletic Bilbao,28,Goalkeeper,3330,0,0,4,0,0.0,55.1,0.0,2,6.91,LaLiga,2009,1981,37,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fabio Coltorti,Racing Santander,29,Goalkeeper,1999,0,0,2,0,0.0,45.2,0.1,1,6.89,LaLiga,2009,1980,22,1,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Óscar Ustari,Getafe,23,Goalkeeper,1440,0,0,1,0,0.0,54.1,0.2,1,6.87,LaLiga,2009,1986,16,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Aranzubia,Deportivo La Coruna,30,Goalkeeper,3161,0,1,2,1,0.0,42.8,0.1,2,6.87,LaLiga,2009,1979,36,0,0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Iker Casillas,Real Madrid,29,Goalkeeper,3420,0,0,0,0,0.0,58.1,0.1,0,6.86,LaLiga,2009,1980,38,0,0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andrés Palop,Sevilla,36,Goalkeeper,2970,0,0,2,0,0.0,50.5,0.1,0,6.85,LaLiga,2009,1973,33,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jordi Codina,Getafe,28,Goalkeeper,1980,0,0,0,0,0.0,51.6,0.3,0,6.84,LaLiga,2009,1981,22,0,0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Renan,Xerez,25,Goalkeeper,3150,0,0,4,0,0.0,44.3,0.2,2,6.84,LaLiga,2009,1984,35,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlos Kameni,Espanyol,26,Goalkeeper,2747,0,0,1,1,0.0,57.3,0.1,2,6.78,LaLiga,2009,1983,31,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jacobo,Real Valladolid,12,Goalkeeper,1305,0,0,2,0,0.0,53.4,0.1,1,6.77,LaLiga,2009,1997,14,1,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David de Gea,Atletico Madrid,19,Goalkeeper,1710,0,0,1,0,0.0,38.4,0.1,0,6.75,LaLiga,2009,1990,19,0,0,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Juan Pablo,Sporting Gijon,31,Goalkeeper,3420,0,0,3,0,0.0,50.6,0.0,1,6.73,LaLiga,2009,1978,38,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gustavo Munúa,Malaga,32,Goalkeeper,3420,0,0,5,0,0.0,43.6,0.1,1,6.72,LaLiga,2009,1977,38,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Juan Carrizo,Real Zaragoza,26,Goalkeeper,1440,0,0,1,0,0.0,50.4,0.1,0,6.71,LaLiga,2009,1983,16,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Diego López,Villarreal,28,Goalkeeper,3420,0,0,3,0,0.0,40.2,0.1,0,6.7,LaLiga,2009,1981,38,0,0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Toño,Racing Santander,20,Goalkeeper,1421,0,0,0,0,0.0,48.0,0.0,0,6.69,LaLiga,2009,1989,16,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ricardo,Osasuna,38,Goalkeeper,3240,0,0,4,0,0.0,39.8,0.1,0,6.66,LaLiga,2009,1971,36,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Justo Villar,Real Valladolid,33,Goalkeeper,2006,0,0,1,1,0.0,48.1,0.1,1,6.65,LaLiga,2009,1976,23,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sergio Aragoneses,Tenerife,33,Goalkeeper,3420,0,0,3,0,0.0,39.5,0.2,0,6.61,LaLiga,2009,1976,38,0,0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nani,Manchester United,24,"Midfielder, Forward",2674,0,14,0,0,4.1,0.0,0.0,0,7.71,PremierLeague,2010,1986,31,2,9,2.4,2.5,1.9,0.1,2.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luis Suárez,Liverpool,23,"Midfielder, Forward",1102,0,3,0,0,4.2,0.0,0.0,0,7.63,PremierLeague,2010,1987,12,1,4,1.9,3.2,2.8,0.8,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Carlos Tevez,Manchester City,27,"Midfielder, Forward",2535,0,6,0,0,3.9,0.0,0.0,0,7.59,PremierLeague,2010,1983,30,1,20,1.7,2.0,1.4,1.0,2.6,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Robin van Persie,Arsenal,27,"Midfielder, Forward",1768,0,7,0,0,3.9,0.0,0.0,0,7.56,PremierLeague,2010,1983,19,6,18,1.8,0.7,0.8,0.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cesc Fàbregas,Arsenal,23,"Midfielder, Forward",1887,0,11,0,0,2.8,0.0,0.0,0,7.55,PremierLeague,2010,1987,22,3,3,2.9,1.0,2.2,0.2,2.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Didier Drogba,Chelsea,33,Forward,2793,0,13,0,0,4.2,0.0,0.0,0,7.55,PremierLeague,2010,1977,30,6,11,2.0,1.3,1.2,0.8,2.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andy Carroll,Newcastle United,21,Forward,1624,0,3,0,0,3.9,0.0,0.0,0,7.54,PremierLeague,2010,1989,18,1,11,1.1,0.5,1.6,0.3,1.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steven Gerrard,Liverpool,31,Midfielder,1869,0,5,0,0,2.4,0.0,0.0,0,7.52,PremierLeague,2010,1979,20,1,4,2.5,0.8,1.0,0.0,1.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nemanja Vidic,Manchester United,29,Defender,3118,0,1,0,0,0.6,0.0,0.0,0,7.51,PremierLeague,2010,1981,35,0,5,0.1,0.0,1.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Charlie Adam,Blackpool,25,Midfielder,3051,0,8,0,0,3.2,0.0,0.0,0,7.48,PremierLeague,2010,1985,34,1,12,2.1,1.7,2.6,0.0,1.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Florent Malouda,Chelsea,31,Midfielder,2810,0,4,0,0,2.3,0.0,0.0,0,7.44,PremierLeague,2010,1979,33,5,13,3.1,1.5,0.9,0.4,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rafael van der Vaart,Tottenham,28,Midfielder,2240,0,8,0,0,4.0,0.0,0.0,0,7.44,PremierLeague,2010,1982,28,0,13,2.4,0.7,1.6,0.1,2.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stuart Holden,Bolton,25,Midfielder,2296,0,2,0,0,1.3,0.0,0.0,0,7.43,PremierLeague,2010,1985,26,0,2,1.3,0.6,1.2,0.0,1.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Antolín Alcaraz,Wigan,28,Defender,3029,0,1,0,0,0.4,0.0,0.0,0,7.42,PremierLeague,2010,1982,34,0,1,0.2,0.4,0.9,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Vincent Kompany,Manchester City,24,Defender,3330,0,1,0,0,0.3,0.0,0.0,0,7.42,PremierLeague,2010,1986,37,0,0,0.4,0.5,0.3,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brede Hangeland,Fulham,30,Defender,3330,0,1,0,0,0.5,0.0,0.0,0,7.39,PremierLeague,2010,1980,37,0,6,0.3,0.3,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alexandre Song,Arsenal,23,Midfielder,2595,0,2,0,0,0.7,0.0,0.0,0,7.38,PremierLeague,2010,1987,30,1,4,1.1,1.1,1.3,0.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wayne Rooney,Manchester United,25,"Midfielder, Forward",2226,0,11,0,0,3.5,0.0,0.0,0,7.38,PremierLeague,2010,1985,25,3,11,2.1,0.9,1.0,0.6,2.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gareth Bale,Tottenham,21,"Midfielder, Forward",2452,0,1,0,0,2.1,0.0,0.0,0,7.38,PremierLeague,2010,1989,29,1,7,1.6,2.1,1.9,0.3,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Michael Dawson,Tottenham,27,Defender,2160,0,0,0,0,0.6,0.0,0.0,0,7.38,PremierLeague,2010,1983,24,0,1,0.2,0.0,0.8,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Frank Lampard,Chelsea,33,Midfielder,2026,0,2,0,0,3.2,0.0,0.0,0,7.37,PremierLeague,2010,1977,23,1,10,2.2,0.3,0.5,0.1,1.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joey Barton,Newcastle United,28,Midfielder,2880,0,9,0,0,1.8,0.0,0.0,0,7.35,PremierLeague,2010,1982,32,0,4,2.5,0.4,2.0,0.0,1.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luka Modric,Tottenham,25,Midfielder,2801,0,2,0,0,1.7,0.0,0.0,0,7.34,PremierLeague,2010,1985,32,0,3,2.1,2.2,1.4,0.1,2.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gaël Clichy,Arsenal,25,Defender,2970,0,1,0,0,0.4,0.0,0.0,0,7.34,PremierLeague,2010,1985,33,0,0,0.6,0.6,0.5,0.1,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
James Tomkins,West Ham,21,Defender,1582,0,1,0,0,0.7,0.0,0.0,0,7.34,PremierLeague,2010,1989,18,1,1,0.3,0.1,0.7,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alex,Chelsea,29,Defender,1111,0,0,0,0,0.7,0.0,0.0,0,7.34,PremierLeague,2010,1981,12,3,2,0.3,0.2,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Christopher Samba,Blackburn,27,Defender,2883,0,0,0,0,1.5,0.0,0.0,0,7.33,PremierLeague,2010,1983,33,0,4,0.3,0.1,0.6,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dimitar Berbatov,Manchester United,30,"Midfielder, Forward",2210,0,3,0,0,3.1,0.0,0.0,0,7.32,PremierLeague,2010,1980,24,8,20,1.1,1.0,0.5,1.1,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
John Terry,Chelsea,30,Defender,2962,0,1,0,0,0.8,0.0,0.0,0,7.31,PremierLeague,2010,1980,33,0,3,0.4,0.2,0.8,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Raul Meireles,Liverpool,28,Midfielder,2547,0,5,0,0,1.9,0.0,0.0,0,7.31,PremierLeague,2010,1982,32,1,5,2.0,0.5,0.9,0.1,0.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kevin Davies,Bolton,34,"Midfielder, Forward",3387,0,5,0,0,1.6,0.0,0.0,0,7.31,PremierLeague,2010,1976,38,0,8,2.4,0.2,2.0,0.3,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Samir Nasri,Arsenal,23,Midfielder,2392,0,1,0,0,2.7,0.0,0.0,0,7.31,PremierLeague,2010,1987,28,2,10,2.0,2.0,0.6,0.4,2.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gary Cahill,Bolton,25,Defender,3214,0,0,0,0,1.2,0.0,0.0,0,7.3,PremierLeague,2010,1985,36,0,3,0.3,0.5,1.1,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Manuel da Costa,West Ham,25,Defender,1293,0,0,0,0,1.7,0.0,0.0,0,7.29,PremierLeague,2010,1985,14,2,1,0.3,0.6,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dirk Kuyt,Liverpool,30,"Midfielder, Forward",2821,0,7,0,0,1.9,0.0,0.0,0,7.29,PremierLeague,2010,1980,32,1,13,1.7,0.9,1.1,0.6,2.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pablo Zabaleta,Manchester City,25,"Defender, Midfielder",1946,0,2,0,0,0.7,0.0,0.0,0,7.27,PremierLeague,2010,1985,21,5,2,0.7,0.3,1.1,0.1,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Scott Parker,West Ham,30,Midfielder,2738,0,2,0,0,1.1,0.0,0.0,0,7.27,PremierLeague,2010,1980,30,2,5,1.3,0.9,1.5,0.1,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Thomas Hitzlsperger,West Ham,29,"Midfielder, Forward",990,0,4,0,0,3.0,0.0,0.0,0,7.27,PremierLeague,2010,1981,11,0,2,3.2,0.2,0.6,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kyle Walker,Aston Villa,20,"Defender, Midfielder",1338,0,3,0,0,0.3,0.0,0.0,0,7.27,PremierLeague,2010,1990,15,0,1,1.0,1.7,1.7,0.2,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mikel Arteta,Everton,29,Midfielder,2412,0,5,0,0,1.8,0.0,0.0,0,7.26,PremierLeague,2010,1981,29,0,3,2.1,0.9,1.7,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rafael,Manchester United,28,"Defender, Midfielder",1203,0,1,0,0,0.4,0.0,0.0,0,7.24,PremierLeague,2010,1982,15,1,0,1.0,0.9,1.3,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Michael Essien,Chelsea,28,"Defender, Midfielder",2802,0,2,0,0,2.1,0.0,0.0,0,7.24,PremierLeague,2010,1982,32,1,3,1.0,1.5,1.6,0.0,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steve Sidwell,Fulham,28,Midfielder,940,0,1,0,0,1.5,0.0,0.0,0,7.24,PremierLeague,2010,1982,10,2,2,0.3,0.3,0.8,0.2,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Branislav Ivanovic,Chelsea,27,Defender,2830,0,4,0,0,1.1,0.0,0.0,0,7.24,PremierLeague,2010,1983,32,2,4,0.6,0.3,1.0,0.1,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kenwyne Jones,Stoke,26,Forward,2795,0,0,0,0,2.6,0.0,0.0,0,7.23,PremierLeague,2010,1984,33,1,9,0.7,0.5,1.4,0.2,1.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Glen Johnson,Liverpool,26,"Defender, Midfielder",2438,0,2,0,0,0.9,0.0,0.0,0,7.23,PremierLeague,2010,1984,28,0,2,1.0,1.8,1.1,0.1,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Chris Brunt,West Bromwich Albion,26,"Defender, Midfielder",3016,0,9,0,0,3.1,0.0,0.0,0,7.23,PremierLeague,2010,1984,34,0,4,2.6,0.3,0.4,0.1,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Benoit Assou-Ekotto,Tottenham,27,Defender,2573,0,0,0,0,0.4,0.0,0.0,0,7.22,PremierLeague,2010,1983,30,0,0,0.7,1.1,1.4,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Park Ji-Sung,Manchester United,30,Midfielder,1084,0,3,0,0,1.2,0.0,0.0,0,7.22,PremierLeague,2010,1980,13,2,5,1.1,0.5,2.5,0.1,2.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lucas Leiva,Liverpool,23,"Defender, Midfielder",2858,0,1,0,0,0.7,0.0,0.0,0,7.21,PremierLeague,2010,1987,32,1,0,0.7,0.3,1.5,0.0,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Peter Odemwingie,West Bromwich Albion,29,"Midfielder, Forward",2685,0,7,0,0,3.3,0.0,0.0,0,7.21,PremierLeague,2010,1981,29,3,15,1.8,1.8,1.6,1.5,2.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Leighton Baines,Everton,26,"Defender, Midfielder",3420,0,11,0,0,0.8,0.0,0.0,0,7.2,PremierLeague,2010,1984,38,0,5,1.9,0.7,1.2,0.1,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Giggs,Manchester United,37,Midfielder,1678,0,6,0,0,1.3,0.0,0.0,0,7.18,PremierLeague,2010,1973,19,6,2,2.4,1.4,0.4,0.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Johan Elmander,Bolton,30,"Midfielder, Forward",3115,0,6,0,0,2.9,0.0,0.0,0,7.18,PremierLeague,2010,1980,37,0,10,1.1,1.2,1.1,0.4,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stewart Downing,Aston Villa,26,"Defender, Midfielder",3387,0,7,0,0,2.6,0.0,0.0,0,7.18,PremierLeague,2010,1984,38,0,7,2.2,0.7,0.7,0.1,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Luiz,Chelsea,23,"Defender, Midfielder",954,0,0,0,0,0.8,0.0,0.0,0,7.17,PremierLeague,2010,1987,11,1,2,0.5,0.6,1.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yaya Touré,Manchester City,27,Midfielder,2977,0,4,0,0,1.4,0.0,0.0,0,7.17,PremierLeague,2010,1983,35,0,8,1.1,1.5,0.9,0.1,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Charles N'Zogbia,Wigan,25,Midfielder,2801,0,4,0,0,2.3,0.0,0.0,0,7.17,PremierLeague,2010,1985,32,2,9,2.0,3.2,1.6,0.2,3.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steve Gohouri,Wigan,30,"Defender, Midfielder",2361,0,1,0,0,0.3,0.0,0.0,0,7.16,PremierLeague,2010,1980,26,1,1,0.4,1.3,0.8,0.1,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Youssouf Mulumbu,West Bromwich Albion,24,Midfielder,2863,0,1,0,0,0.7,0.0,0.0,0,7.16,PremierLeague,2010,1986,34,0,7,0.6,0.9,1.4,0.0,2.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bacary Sagna,Arsenal,27,Defender,2969,0,3,0,0,0.6,0.0,0.0,0,7.16,PremierLeague,2010,1983,33,0,1,0.7,0.4,1.1,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Vaughan,Blackpool,28,Midfielder,3150,0,2,0,0,0.7,0.0,0.0,0,7.16,PremierLeague,2010,1982,35,0,2,0.7,1.1,1.0,0.0,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cheick Tioté,Newcastle United,25,Midfielder,2311,0,1,0,0,1.0,0.0,0.0,0,7.16,PremierLeague,2010,1985,26,0,1,0.6,1.3,2.7,0.0,2.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Robert Huth,Stoke,26,Defender,3111,0,2,0,0,1.8,0.0,0.0,0,7.15,PremierLeague,2010,1984,35,0,6,0.3,0.1,0.7,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
David Silva,Manchester City,24,Midfielder,2565,0,7,0,0,1.8,0.0,0.0,0,7.15,PremierLeague,2010,1986,30,5,4,2.1,1.0,0.7,0.1,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sylvain Distin,Everton,33,Defender,3411,0,0,0,0,0.3,0.0,0.0,0,7.15,PremierLeague,2010,1977,38,0,2,0.2,0.3,0.9,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Maxi Rodríguez,Liverpool,30,"Midfielder, Forward",2044,0,0,0,0,2.0,0.0,0.0,0,7.14,PremierLeague,2010,1980,24,4,10,1.3,0.3,1.1,0.2,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ryan Nelsen,Blackburn,33,Defender,2415,0,3,0,0,0.6,0.0,0.0,0,7.14,PremierLeague,2010,1977,28,0,3,0.2,0.1,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rio Ferdinand,Manchester United,32,Defender,1710,0,0,0,0,0.1,0.0,0.0,0,7.13,PremierLeague,2010,1978,19,0,0,0.2,0.2,0.5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Daniel Sturridge,Bolton,21,"Midfielder, Forward",973,0,0,0,0,4.8,0.0,0.0,0,7.12,PremierLeague,2010,1989,11,1,8,1.3,1.8,1.9,0.7,2.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mousa Dembélé,Fulham,23,Midfielder,1923,0,3,0,0,2.0,0.0,0.0,0,7.12,PremierLeague,2010,1987,22,2,3,1.6,2.0,1.9,0.4,3.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Leon Osman,Everton,30,Midfielder,1809,0,5,0,0,2.2,0.0,0.0,0,7.12,PremierLeague,2010,1980,20,6,4,1.1,1.3,1.6,0.1,1.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Phil Jagielka,Everton,28,Defender,2796,0,0,0,0,0.5,0.0,0.0,0,7.11,PremierLeague,2010,1982,31,2,1,0.2,0.2,0.9,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ashley Young,Aston Villa,25,"Defender, Midfielder",3054,0,10,0,0,2.4,0.0,0.0,0,7.11,PremierLeague,2010,1985,34,0,7,2.4,0.5,2.8,0.6,1.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jermaine Pennant,Stoke,28,Midfielder,2033,0,8,0,0,1.0,0.0,0.0,0,7.11,PremierLeague,2010,1982,26,3,3,1.8,0.9,2.2,0.3,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kolo Touré,Manchester City,30,Defender,1846,0,0,0,0,0.4,0.0,0.0,0,7.1,PremierLeague,2010,1980,21,1,1,0.0,0.3,0.4,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Patrice Evra,Manchester United,29,"Defender, Midfielder",2963,0,1,0,0,0.4,0.0,0.0,0,7.1,PremierLeague,2010,1981,34,1,1,1.0,0.7,0.9,0.2,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marouane Fellaini,Everton,23,Midfielder,1654,0,2,0,0,1.3,0.0,0.0,0,7.1,PremierLeague,2010,1987,19,1,1,1.0,1.1,1.2,0.3,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
