name,team,rating,position,pace,acceleration,sprint_speed,shooting,positioning,finishing,long_shot,penalties,shot_power,volleys,passing,crossing,curve,freekick_accuracy,longpass,shortpass,vision,dribbling,agility,balance,ball_control,reactions,composure,defending,heading_accuracy,interceptions,marking,stand_tackle,slide_tackle,physicality,aggression,jumping,stamina,strength
Callum Wilson,Bournemouth,79,ST,88,87,89,77,82,83,66,75,76,69,64,52,63,45,60,71,71,75,74,74,77,74,78,38,73,40,29,39,25,73,73,65,72,75
Theo Walcott,Everton,79,RM,89,89,89,73,77,74,65,74,76,71,71,72,76,74,61,72,72,80,79,77,78,77,76,39,58,35,37,39,36,62,65,65,69,56
Jefferson Lerma,Bournemouth,79,CDM,75,74,76,65,58,56,75,58,82,56,72,66,66,65,74,78,68,73,75,76,77,72,63,78,65,80,78,81,81,81,83,84,90,76
Michael Keane,Everton,79,CB,62,58,65,49,29,50,46,48,58,40,63,60,53,33,69,71,56,66,59,62,69,75,73,79,81,80,78,80,79,77,68,82,68,85
Javier Hernandez, West Ham United,79,ST,73,77,69,78,86,84,66,74,75,74,64,64,67,52,56,65,70,75,75,79,77,82,79,31,79,26,21,29,25,59,59,83,66,53
Max Meyer,Crystal Palace,79,CM,67,76,60,59,72,63,60,60,45,60,79,74,74,69,75,85,80,84,89,90,82,79,78,65,37,72,71,66,62,66,80,60,83,52
Mathew Ryan,Brighton and Hove Albion,79,GK,52,53,52,18,10,11,18,25,35,15,41,23,23,12,45,40,68,25,53,50,24,73,64,17,14,23,10,20,17,54,36,78,34,68
Luke Shaw,Manchester United,79,LB,84,83,84,53,73,47,50,53,65,54,73,81,63,58,67,77,69,79,74,74,79,77,73,77,70,77,76,80,78,76,76,73,77,75
Nathan Ake,Bournemouth,79,CB,74,75,74,52,53,45,56,48,63,52,70,63,62,59,73,77,65,70,68,69,73,79,72,79,74,78,79,81,80,74,72,86,73,75
Alireza Jahanbakhsh,Brighton and Hove Albion,78,RM,81,79,83,76,72,74,79,58,84,72,70,71,64,46,62,72,78,81,76,75,81,74,75,42,62,42,42,37,40,71,68,87,79,66
Florian Lejeune,Newcastle United,78,CB,48,42,52,57,46,50,66,43,75,42,61,51,47,41,70,75,46,65,55,57,73,72,77,78,75,81,80,76,73,80,81,76,73,83
Michel Vorm,Tottenham Hotspur,78,GK,54,53,54,18,10,14,19,41,23,12,29,13,12,14,35,39,32,32,63,53,35,80,63,19,17,28,22,11,14,50,23,72,36,65
Steve Cook,Bournemouth,78,CB,54,55,53,33,21,31,23,35,48,33,54,41,31,30,61,70,45,60,55,65,67,77,70,78,80,78,77,78,77,76,79,75,68,78
Lucas Perez,West Ham United,78,ST,77,76,78,79,79,78,79,79,82,78,76,74,82,77,70,75,81,78,70,73,80,80,75,32,68,38,25,24,26,69,67,63,70,69
Christopher Schindler,Huddersfield Town,78,CB,63,60,65,32,27,25,24,55,52,30,57,49,45,33,64,68,51,54,56,57,68,77,73,80,74,81,81,81,78,75,76,74,68,78
Adrian,West Ham United,78,GK,45,46,44,22,12,16,20,44,35,12,22,12,12,17,32,21,32,26,53,48,23,71,59,19,15,25,18,19,14,50,38,69,38,59
Andros Townsend,Crystal Palace,78,RM,80,81,79,76,74,73,79,76,82,59,74,78,73,78,67,75,75,80,78,77,80,76,68,38,48,37,41,35,34,69,76,44,85,61
Christian Kabasele,Watford,78,CB,70,66,74,50,58,49,44,53,57,52,51,47,34,27,57,66,36,62,60,58,66,73,64,78,78,76,78,77,80,77,78,82,69,80
Aaron Mooy,Huddersfield Town,78,CM,62,64,60,71,74,69,75,73,71,65,78,73,73,72,80,82,78,75,69,73,79,74,78,70,50,71,72,74,69,75,75,70,77,74
Kurt Zouma,Everton,78,CB,62,58,66,52,53,47,49,59,63,47,58,49,60,59,58,63,57,55,45,52,63,72,67,77,77,74,75,79,79,83,84,89,63,91
Victor Moses,Chelsea,78,RW,78,79,77,70,76,69,69,75,74,64,74,76,75,61,70,76,72,81,76,82,81,76,75,73,70,73,74,74,71,71,62,66,85,69
Oriol Romeu,Southampton,78,CDM,52,56,48,39,50,25,43,54,60,35,65,37,49,53,71,80,70,63,57,59,72,72,75,77,67,80,77,79,74,82,88,65,78,83
Jonjo Shelvey,Newcastle United,78,CM,63,63,63,73,70,67,81,71,85,59,80,73,69,73,85,84,83,73,62,65,76,72,78,63,67,63,60,65,61,75,84,64,76,71
Leighton Baines,Everton,78,LB,62,66,59,71,73,63,71,90,84,63,79,84,81,81,74,79,76,77,69,83,80,81,84,77,74,79,76,78,77,65,74,67,68,59
Martin Dubravka,Newcastle United,78,GK,46,49,44,14,10,10,17,20,22,11,38,12,15,13,45,48,54,30,44,60,33,73,58,18,12,25,19,15,14,49,26,73,40,60
Jonny Evans,Leicester City,78,CB,58,58,58,32,28,28,24,44,42,46,59,52,32,25,62,72,55,52,46,57,70,78,72,78,79,79,76,79,79,73,78,79,61,76
Richarlison,Everton,78,LM,84,83,85,75,78,79,64,69,80,64,70,69,71,65,59,75,72,81,78,69,79,77,72,45,75,35,46,44,36,78,82,80,78,76
Joe Gomez,Liverpool,78,CB,80,79,80,30,51,26,26,26,41,24,61,69,41,29,57,72,52,67,64,66,68,75,65,77,68,79,78,79,77,76,70,66,74,80
James Tomkins,Crystal Palace,78,CB,45,41,49,32,38,29,29,43,40,28,57,45,33,31,60,70,54,54,47,50,59,76,74,80,78,78,81,80,79,76,80,76,65,79
Andreas Pereira,Manchester United,78,CM,76,78,74,74,71,74,77,70,73,72,79,78,80,80,77,80,78,80,78,78,81,74,69,65,56,68,67,65,63,70,69,62,75,68
Yerry Mina,Everton,78,CB,54,45,62,54,48,51,50,53,70,41,56,43,38,30,52,73,54,57,53,34,53,72,80,78,86,73,79,79,75,83,80,70,79,87
Jack Cork,Burnley,78,CM,55,57,54,62,70,57,59,60,74,60,75,68,75,58,79,79,77,75,63,71,79,79,80,79,77,78,80,80,77,81,80,75,92,77
Mario Lemina,Southampton,78,CM,77,76,77,67,68,55,78,68,83,68,76,72,72,68,77,82,74,80,71,74,82,73,70,71,68,72,70,73,66,72,70,46,75,73
 Joshua King,Bournemouth,78,CF,89,86,91,78,80,81,75,77,78,68,68,65,69,47,63,72,71,79,75,71,79,75,73,37,63,34,33,39,27,71,61,72,74,73
Jamaal Lascelles,Newcastle United,78,CB,62,60,63,28,23,23,27,19,40,33,51,46,29,16,57,65,40,58,67,51,65,75,71,78,79,76,80,77,76,80,83,85,70,84
Trent Alexander-Arnold,Liverpool,78,RB,80,82,79,60,62,56,63,55,70,41,75,83,74,74,75,76,66,72,74,74,72,75,74,74,59,76,75,76,74,69,73,66,79,62
Shane Duffy,Brighton and Hove Albion,78,CB,45,42,47,44,49,37,49,55,55,30,52,38,37,33,64,65,44,49,32,39,57,78,64,77,81,78,77,76,73,79,85,89,61,85
Ryan Fraser,Bournemouth,77,LM,88,90,87,66,72,70,69,60,60,43,71,74,70,67,60,73,74,81,94,96,75,72,68,46,30,45,45,53,42,53,65,60,72,38
Jose Holebas,Watford,77,LB,75,74,76,65,62,57,72,57,82,50,72,79,69,71,69,76,59,74,71,73,76,73,72,75,74,69,75,78,77,78,89,73,79,73
Andy Carroll,West Ham United,77,ST,47,43,50,78,78,77,76,73,83,74,61,60,53,42,57,66,65,68,57,47,74,77,76,44,91,45,26,46,43,80,88,83,50,92
Robbie Brady,Burnley,77,LM,78,79,78,73,73,70,75,72,78,66,76,80,81,79,75,72,77,77,74,76,76,74,74,66,59,66,63,68,71,66,58,73,74,64
Carlos Sanchez,West Ham United,77,CDM,67,69,66,58,58,48,68,62,72,43,70,60,52,58,76,78,68,69,64,41,74,66,75,75,70,79,70,79,72,82,80,75,77,86
Aaron Lennon,Burnley,77,RM,82,83,81,64,73,65,57,62,64,68,72,77,63,55,61,76,73,82,87,91,79,75,77,49,28,52,56,50,43,58,57,68,66,54
Ashley Barnes,Burnley,77,ST,62,64,60,76,79,78,67,77,81,72,67,66,60,56,63,70,70,74,68,71,77,76,78,47,78,41,43,46,39,80,87,82,77,78
Troy Deeney,Watford,77,ST,56,54,57,78,77,76,75,80,86,78,66,55,68,49,60,71,74,69,62,71,76,75,78,37,82,31,38,30,25,84,85,83,71,91
Davy Propper,Brighton and Hove Albion,77,CM,63,64,62,70,66,62,78,66,80,72,73,58,74,71,71,77,82,75,70,64,82,77,84,67,68,62,70,69,61,74,76,68,88,67
Ben Foster,Watford,77,GK,49,50,48,20,14,18,14,41,27,14,30,15,15,17,32,36,42,25,45,50,25,70,63,19,14,23,22,15,14,43,15,75,32,57
Jermain Defoe,Bournemouth,77,ST,68,73,63,83,85,85,78,74,84,82,60,54,63,68,43,66,65,76,77,87,77,78,82,26,65,19,30,20,11,57,62,68,55,54
Will Hughes,Watford,77,CAM,63,67,59,64,72,67,62,66,60,48,75,69,60,60,73,79,84,78,71,75,80,77,78,68,58,65,69,72,69,65,70,51,74,59
Alex Iwobi,Arsenal,77,LM,78,80,77,62,73,64,54,59,67,48,72,67,50,40,63,81,79,81,74,75,83,75,70,28,42,24,30,26,23,65,46,47,74,70
Ruben Loftus-Cheek,Chelsea,77,CM,71,68,74,62,79,63,60,45,64,54,75,62,58,57,81,83,79,79,73,67,81,66,78,61,58,57,59,67,61,78,79,59,75,80
Matthew Lowton,Burnley,77,RB,72,74,70,61,70,52,68,49,72,70,75,81,77,46,74,75,75,75,69,71,77,78,76,77,73,76,78,77,76,75,76,77,79,73
Florin Andone,Brighton and Hove Albion,77,ST,74,76,73,75,84,75,72,74,77,74,63,62,58,55,53,67,67,72,76,69,74,83,85,51,76,51,46,52,38,80,86,78,86,74
Chris Wood,Burnley,77,ST,72,68,75,77,79,78,71,81,80,69,59,46,69,64,48,65,64,71,65,61,74,75,74,40,83,40,39,30,29,78,74,76,70,84
Mathias Jorgensen,Huddersfield Town,77,CB,65,62,68,39,46,34,30,27,61,40,59,47,30,26,62,70,65,54,59,55,63,71,71,76,77,75,76,78,74,78,85,74,66,82
Eliaquim Mangala,Manchester City,77,CB,63,59,67,42,39,27,48,48,67,44,53,53,47,48,56,58,47,50,62,60,50,62,64,76,78,71,74,79,79,82,89,86,64,87
Salomon Rondon,Newcastle United,77,ST,68,69,68,75,77,75,68,65,85,75,55,48,53,52,40,68,53,69,66,46,71,73,76,34,84,33,36,23,13,78,72,71,72,85
Phil Jagielka,Everton,77,CB,46,40,51,45,48,30,54,55,69,44,58,55,55,31,66,70,39,54,45,61,60,72,76,77,77,77,78,77,76,71,79,81,50,77
Charlie Austin,Southampton,77,ST,60,62,58,78,83,79,71,83,83,72,57,56,59,43,46,62,61,68,62,55,73,78,78,37,81,47,20,37,22,70,67,81,55,78
Jose Izquierdo,Brighton and Hove Albion,77,LM,91,92,90,73,75,71,77,58,80,54,67,70,75,34,63,69,71,81,91,84,78,71,72,37,60,37,48,21,30,57,27,67,74,59
Lewis Cook,Bournemouth,77,CM,71,74,68,60,68,57,62,61,64,57,75,67,66,65,80,79,75,78,75,84,80,74,74,66,50,69,64,71,69,70,79,68,78,63
Alberto Moreno,Liverpool,77,LB,86,85,87,65,69,59,74,54,80,35,68,78,59,40,64,74,58,78,84,87,79,72,63,70,61,72,68,73,76,72,83,86,81,61
Alex McCarthy,Southampton,77,GK,57,58,56,18,16,17,14,41,20,12,31,11,15,18,35,33,50,23,35,43,17,69,61,15,16,22,13,13,12,51,35,68,35,63
James Ward-Prowse,Southampton,77,RM,61,66,57,66,65,61,70,80,74,51,84,89,88,83,82,84,82,76,75,77,82,74,79,63,57,65,62,65,62,65,67,66,78,57
Jay Rodriguez,West Bromwich Albion,77,ST,76,75,77,75,78,77,72,77,74,73,67,68,69,29,66,72,69,75,75,64,75,76,75,41,76,44,47,28,21,67,41,81,76,72
Manolo Gabbiadini,Southampton,77,ST,69,67,70,79,79,79,77,72,82,72,71,70,78,77,64,72,72,76,70,56,79,74,71,26,66,18,21,24,20,66,57,74,63,71
Cedric,Southampton,77,RB,78,79,78,66,71,57,74,60,76,68,70,70,66,64,69,75,65,76,74,83,76,76,69,73,65,74,68,80,76,71,75,72,86,62
Danny Welbeck,Arsenal,77,LW,80,76,83,74,79,75,69,70,78,76,70,69,61,62,64,75,71,77,76,62,78,78,76,43,78,32,47,38,33,75,75,80,74,75
Lewis Dunk,Brighton and Hove Albion,77,CB,45,38,50,40,30,37,21,36,72,24,54,32,23,39,74,71,45,61,47,42,68,79,72,77,75,78,79,76,78,76,80,68,64,82
Daryl Janmaat,Watford,77,RB,69,68,69,65,68,60,66,62,76,67,72,79,64,56,68,75,70,76,68,63,79,79,66,74,71,75,74,75,74,76,79,69,86,70
Etienne Capoue,Watford,77,CDM,52,56,49,70,73,68,71,52,77,69,73,69,62,60,77,78,69,73,39,61,80,78,74,74,71,77,71,76,74,75,66,71,78,77
Pascal Gross,Brighton and Hove Albion,77,CAM,64,63,65,72,76,72,74,65,74,65,82,84,82,77,81,80,84,75,66,73,77,76,78,61,53,67,57,62,61,75,66,70,93,71
Pedro Obiang,West Ham United,77,CDM,65,64,66,59,62,50,65,59,74,60,74,68,56,62,79,77,78,73,68,63,76,69,76,75,70,76,72,78,77,74,71,72,76,75
Mohamed Elneny,Arsenal,77,CDM,59,58,60,62,63,57,67,62,76,39,73,66,69,56,77,80,70,70,65,62,76,75,77,73,57,76,76,74,72,75,73,69,92,68
Angelo Ogbonna,West Ham United,77,CB,62,59,64,39,33,25,46,39,68,30,58,51,51,36,67,68,50,60,57,54,59,70,69,79,77,80,76,81,80,74,72,72,64,80
James McCarthy,Everton,77,CDM,59,60,58,60,63,55,64,60,67,61,74,68,64,64,78,80,72,73,64,70,74,71,74,76,63,79,77,76,75,72,82,65,69,71
Ben Chilwell,Leicester City,77,LB,80,80,80,49,71,43,38,52,69,42,70,76,66,58,65,73,65,75,70,71,76,74,66,74,64,74,74,76,78,71,68,77,81,66
Matt Ritchie,Newcastle United,77,RM,74,75,73,74,76,72,77,72,76,75,75,80,74,66,72,75,76,76,71,84,76,75,72,53,38,49,56,57,54,67,73,70,76,59
Divock Origi,Liverpool,77,ST,78,76,79,74,78,75,69,65,79,69,67,69,54,40,59,74,69,74,72,64,74,76,72,27,73,28,16,24,18,72,69,73,65,76
Winston Reid,West Ham United,77,CB,62,55,68,52,42,46,53,55,70,30,48,28,33,38,59,60,44,49,54,40,55,77,67,77,79,78,75,77,78,77,83,72,64,81
Gomes,Watford,77,GK,51,50,52,19,12,15,14,41,30,13,27,15,12,13,19,23,59,27,56,53,25,71,59,17,14,20,19,14,15,51,40,76,27,64
Christian Benteke,Crystal Palace,76,ST,64,59,68,74,73,75,69,71,78,67,61,58,60,64,48,64,68,69,66,46,74,67,77,32,87,29,28,25,18,75,56,82,66,87
James McArthur,Crystal Palace,76,CM,56,60,53,65,75,68,61,64,65,53,72,66,54,61,74,78,72,73,70,77,77,80,80,71,66,73,70,72,70,76,88,64,79,71
Kiko Femenia,Watford,76,RB,78,77,79,58,68,55,65,60,56,54,70,78,65,55,54,77,68,80,82,85,78,66,66,72,52,74,70,77,77,69,70,69,77,65
Andre Gray,Watford,76,ST,87,87,87,74,78,75,65,74,80,69,62,61,57,44,54,67,67,73,75,74,72,75,71,30,65,33,27,23,20,73,70,72,72,75
Yoshinori Muto,Newcastle United,76,ST,77,78,77,73,78,76,66,62,72,74,69,70,65,46,59,76,70,78,74,77,77,79,75,41,73,39,43,33,30,64,50,76,75,63
Sam Vokes,Burnley,76,ST,53,50,55,76,78,77,71,79,80,70,64,59,61,46,60,68,70,70,50,60,76,74,75,44,84,42,42,38,29,80,80,89,73,83
Fraser Forster,Southampton,76,GK,34,32,35,18,13,13,12,22,36,19,26,19,10,19,19,27,44,29,32,42,33,70,56,14,13,22,11,13,12,59,43,59,29,80
Cheikhou Kouyate,Crystal Palace,76,CDM,71,65,75,65,72,65,63,52,74,50,61,53,39,47,64,68,63,69,62,57,73,79,72,76,79,77,74,77,75,85,84,77,88,84
Jefferson Montero,Swansea City,76,LM,90,91,90,70,73,68,68,68,76,64,71,72,76,64,68,70,72,80,84,85,80,66,75,29,50,25,19,38,20,60,40,69,58,68
Matteo Darmian,Manchester United,76,LB,73,73,73,58,64,55,56,45,69,59,68,69,69,35,66,76,63,75,77,76,75,76,76,77,68,77,77,79,78,69,74,68,75,64
Llorente,Tottenham Hotspur,76,ST,31,29,32,76,84,79,64,70,79,81,61,44,57,40,49,73,70,66,33,30,80,80,82,33,90,25,34,25,15,71,71,55,44,86
Wilfried Bony,Swansea City,76,ST,53,51,54,77,80,77,72,77,83,76,59,45,66,58,45,68,65,70,50,71,76,73,77,38,81,38,24,42,28,72,68,83,33,91
Issa Diop,West Ham United,76,CB,66,63,68,36,38,30,31,44,50,48,50,37,32,34,59,64,40,50,46,48,60,68,72,76,74,77,74,78,80,78,77,73,69,83
Mark Noble,West Ham United,76,CM,44,42,45,66,64,60,68,88,74,68,76,71,71,67,79,77,78,73,62,72,76,73,77,72,62,73,71,74,76,74,85,57,77,70
Montoya,Brighton and Hove Albion,76,RB,79,79,79,61,63,50,68,50,82,66,71,77,77,55,69,73,63,73,78,80,74,71,67,73,62,78,72,73,77,72,69,75,83,68
Jonas Lossl,Huddersfield Town,76,GK,32,29,34,14,10,12,15,12,22,11,33,14,14,13,39,35,53,22,32,30,19,72,56,17,17,20,20,13,15,46,17,51,25,67
Willy Caballero,Chelsea,76,GK,45,43,46,14,7,11,14,16,23,13,32,12,23,11,48,33,47,25,39,55,30,73,57,15,22,19,14,11,12,53,30,70,37,69
Ciaran Clark,Newcastle United,76,CB,56,52,59,52,47,43,54,55,71,55,53,39,50,36,60,61,51,54,54,50,58,68,70,76,79,75,75,77,79,74,82,71,63,76
Marc Albrighton,Leicester City,76,LM,74,75,73,68,71,67,67,60,72,71,75,86,83,73,73,68,74,77,75,79,77,71,70,57,42,56,70,52,45,69,73,61,82,61
Federico Fernandez,Newcastle United,76,CB,49,47,50,28,36,26,29,42,27,21,50,23,49,40,58,68,44,50,48,48,65,71,71,77,77,76,76,78,77,75,79,76,65,78
Craig Dawson,West Bromwich Albion,76,CB,64,62,65,43,56,49,14,66,57,20,59,68,45,24,60,65,51,60,62,50,67,70,68,76,81,76,76,76,75,78,76,83,81,77
Andrew Surman,Bournemouth,76,CM,56,59,53,65,66,63,67,67,68,55,76,68,61,68,77,82,78,72,59,72,76,75,76,65,59,64,66,67,61,68,68,70,72,65
Ki Sung Yueng,Newcastle United,76,CM,61,60,61,72,72,69,71,76,82,55,79,73,76,77,79,84,79,74,67,59,80,66,81,64,71,54,60,70,71,69,68,68,69,70
Steve Mounie,Huddersfield Town,76,ST,68,66,70,74,76,77,65,65,80,69,61,60,52,41,59,67,61,66,60,54,72,71,67,42,86,42,35,35,40,79,78,83,66,85
Joe Allen,Stoke City,76,CM,69,71,68,65,70,68,60,60,67,54,73,73,66,59,72,77,72,77,82,91,74,83,83,73,52,74,77,77,71,73,81,81,91,60
Glenn Murray,Brighton and Hove Albion,76,ST,34,34,34,78,87,83,64,80,78,73,61,48,57,33,55,69,70,68,52,71,74,83,79,42,84,45,44,29,23,71,79,84,55,74
Pierre-Emile Hojbjerg,Southampton,76,CM,62,59,64,64,64,58,69,51,78,60,74,66,69,70,74,79,74,75,68,65,79,75,69,71,63,74,70,74,64,75,78,63,74,75
Ahmed Hegazi,West Bromwich Albion,76,CB,52,49,55,20,20,17,15,30,27,23,44,18,35,29,54,59,41,48,45,51,63,65,60,76,77,71,76,78,74,81,83,75,73,85
Moussa Sissoko,Tottenham Hotspur,76,CM,76,74,78,72,76,69,70,60,85,64,74,75,75,74,74,77,68,74,67,58,77,74,73,64,70,76,43,72,71,84,78,78,85,87
Mason Holgate,Everton,76,CB,70,68,71,42,50,37,42,40,51,40,63,61,40,35,70,74,55,65,62,57,67,73,68,76,73,77,75,78,77,72,75,69,70,72
Harry Winks,Tottenham Hotspur,76,CM,67,72,63,58,64,54,62,51,63,50,75,62,67,60,77,83,79,75,73,73,79,74,78,64,50,63,66,68,61,63,58,51,70,63
Diego Rico,Bournemouth,76,LB,71,67,75,56,59,38,72,43,82,53,70,77,71,69,57,76,63,67,64,70,68,71,64,72,74,78,60,77,76,77,70,72,88,74
DeAndre Yedlin,Newcastle United,76,RB,93,93,93,51,70,40,51,38,73,60,65,69,70,28,53,70,68,75,85,76,73,75,72,71,65,68,72,75,72,74,76,86,86,66
Pablo Zabaleta,West Ham United,76,RB,51,50,51,56,70,49,57,64,66,50,70,74,68,66,64,72,66,72,66,64,75,80,76,80,74,81,79,82,79,75,85,79,70,73
Danny Ings,Southampton,76,ST,77,79,76,73,79,76,67,68,74,66,64,62,57,36,61,69,68,76,74,77,76,74,70,31,71,39,22,24,27,68,60,79,70,70
Jonathan Hogg,Huddersfield Town,76,CDM,68,69,68,55,58,54,54,41,61,53,65,58,46,41,69,74,64,68,64,72,68,74,70,75,64,75,75,79,76,80,85,64,89,75
Terence Kongolo,Huddersfield Town,76,LB,73,72,74,43,49,27,52,42,67,40,64,67,63,44,65,72,49,69,71,62,72,70,73,79,74,76,78,81,83,77,75,91,71,79
Kieran Gibbs,West Bromwich Albion,76,LWB,79,78,80,56,68,48,59,63,67,47,69,72,66,52,65,73,65,73,76,74,75,77,73,74,68,75,73,77,76,71,72,71,80,67
Demarai Gray,Leicester City,76,LM,87,88,87,70,69,68,71,58,81,54,68,69,70,58,60,69,72,82,88,79,79,70,62,28,31,25,29,30,23,57,41,52,68,59
Michail Antonio,West Ham United,76,RM,84,82,86,73,76,72,72,73,75,66,70,74,66,60,65,73,68,78,84,76,76,74,70,53,83,40,50,56,53,79,77,89,70,84
Patrick van Aanholt,Crystal Palace,76,LB,89,88,89,67,75,66,69,46,75,58,70,65,64,68,74,72,68,76,78,77,76,71,65,72,61,69,72,75,76,73,75,90,83,65
James Maddison,Leicester City,76,CAM,75,77,74,73,69,69,73,74,83,65,76,74,78,79,72,77,79,77,85,78,78,68,72,39,30,45,37,40,34,51,56,54,67,40
Matt Phillips,West Bromwich Albion,76,RM,86,87,86,69,71,68,72,61,76,45,69,79,78,48,65,66,70,77,78,71,74,65,67,43,54,32,49,45,34,69,54,54,67,78
Ayoze Perez,Newcastle United,76,CF,76,77,75,73,80,78,64,73,66,77,63,48,79,60,51,69,71,80,83,78,78,76,73,43,66,35,45,42,28,63,70,71,77,53
Wesley Hoedt,Southampton,76,CB,60,59,60,46,29,30,59,37,72,55,59,40,31,36,74,68,62,57,38,36,62,74,63,75,78,75,72,78,74,74,79,74,65,77
Kenedy,Newcastle United,76,LM,80,79,80,67,74,65,66,67,75,55,71,77,77,54,66,72,72,80,83,68,78,74,76,56,66,56,57,55,50,63,42,68,72,67
Nathaniel Chalobah,Watford,76,CDM,66,62,69,61,62,55,67,49,75,53,70,58,51,38,79,78,76,74,71,65,78,70,68,73,71,72,70,77,74,73,74,69,69,75
Adam Smith,Bournemouth,76,RB,79,77,80,55,68,43,68,48,72,43,70,74,64,66,63,74,69,75,72,69,74,74,72,74,64,74,74,78,76,67,66,49,76,65
Dale Stephens, Brighton and Hove Albion,76,CM,59,62,57,65,68,63,69,44,67,69,74,70,67,61,76,79,74,70,66,65,73,77,77,71,65,78,65,75,71,78,80,92,89,70
Aaron Cresswell,West Ham United,76,LB,73,74,72,59,60,53,62,59,71,48,73,79,76,70,69,75,68,76,74,85,74,73,71,74,64,75,72,78,79,69,73,91,74,62
Jordan Ayew,Crystal Palace,76,ST,77,76,77,75,74,75,74,74,76,74,70,70,77,71,60,74,69,77,79,75,78,76,70,46,76,40,36,52,35,74,75,70,79,72
Tom Cleverley,Watford,76,CM,66,63,69,69,74,64,75,72,74,68,75,74,59,62,76,77,77,74,69,75,74,77,67,61,48,65,56,71,52,63,71,61,77,53
Simon Francis,Bournemouth,75,CB,52,49,54,44,57,25,62,44,70,26,68,72,51,61,67,73,63,66,51,58,70,73,71,75,72,72,74,79,76,71,75,67,55,77
Wes Morgan,Leicester City,75,CB,30,30,30,30,39,19,35,17,52,23,41,17,14,18,47,55,49,56,28,48,61,76,68,76,76,76,76,76,75,75,79,73,50,86
Anthony Knockaert,Brighton and Hove Albion,75,RM,73,75,72,71,73,71,70,68,73,61,70,73,75,71,63,70,73,82,90,84,80,72,73,49,59,52,58,40,34,65,80,72,72,54
Mohamed Diame,Newcastle United,75,CM,68,67,68,71,69,64,73,63,85,70,68,62,69,29,69,77,67,74,70,69,74,75,73,75,71,79,68,82,73,79,82,69,79,79
Sam Johnstone,West Bromwich Albion,75,GK,40,45,36,16,11,11,16,42,24,15,29,17,16,17,35,27,48,24,55,27,18,66,32,19,17,17,22,17,20,52,24,61,42,68
Jeff Hendrick,Burnley,75,CAM,68,70,67,69,73,67,69,63,74,68,74,70,73,64,76,78,74,75,68,74,76,74,74,72,69,75,74,71,69,74,75,74,78,71
Erik Durm,Huddersfield Town,75,RWB,77,78,76,53,68,50,44,55,66,43,63,75,60,35,51,66,60,68,72,66,71,72,69,73,62,75,75,71,76,70,67,74,79,66
Rachid Ghezzal,Leicester City,75,RM,72,73,72,72,73,71,75,68,74,59,75,74,80,74,71,76,76,78,76,73,80,63,74,28,56,27,25,24,23,60,50,59,68,61
Vincent Janssen,Tottenham Hotspur,75,ST,61,60,62,76,78,77,68,81,83,65,57,35,54,39,40,75,64,69,59,66,75,75,74,32,74,19,39,23,22,72,78,73,57,77
Marvin Zeegelaar,Watford,75,LB,73,69,77,62,74,56,64,53,76,58,67,75,68,52,59,69,67,73,65,53,76,73,68,73,60,74,73,75,74,76,71,65,78,79
Shinji Okazaki,Leicester City,75,CF,68,74,63,72,83,70,66,74,76,76,68,66,53,50,66,75,69,78,79,71,78,83,69,54,73,48,54,58,35,71,78,91,74,65
Bojan,Stoke City,75,CAM,72,75,70,71,73,70,69,71,72,75,74,68,79,66,72,77,76,76,81,85,74,70,74,28,42,29,31,22,19,44,30,43,63,40
Maya Yoshida,Southampton,75,CB,60,58,61,41,42,34,41,54,50,56,51,36,38,33,52,63,50,63,65,57,66,73,70,75,74,73,73,79,76,72,66,86,66,76
Christian Fuchs,Leicester City,75,LB,55,54,56,68,72,57,75,68,83,72,78,83,86,77,76,78,73,70,61,59,74,77,70,76,74,77,74,78,76,71,77,74,66,71
Kelechi Iheanacho,Leicester City,75,ST,78,79,78,75,79,77,72,73,75,73,62,49,69,64,61,67,65,75,72,68,76,71,71,28,60,21,28,25,23,68,61,62,69,70
Arthur Masuaku,West Ham United,75,LB,86,87,86,63,68,55,71,49,75,61,72,76,71,48,70,74,71,81,77,82,79,75,74,69,61,68,67,74,73,70,65,69,78,69
Matej Vydra,Burnley,75,CAM,84,86,83,75,77,78,71,79,72,70,67,64,69,64,62,69,71,74,80,72,75,73,72,35,59,31,37,28,34,62,53,76,69,60
Georges-Kevin Nkoudou, Tottenham Hotspur,75,LM,88,89,88,67,72,65,71,61,67,74,70,74,74,58,62,73,67,78,86,89,74,74,70,34,49,21,32,37,42,58,48,56,64,60
Robert Snodgrass,West Ham United,75,RM,60,59,60,74,76,71,76,73,81,65,77,82,82,82,72,74,79,76,72,66,80,73,77,47,44,46,42,56,41,72,82,57,69,70
Paul Dummett,Newcastle United,75,LB,67,65,68,40,56,41,35,43,42,33,63,61,54,52,68,70,52,67,61,74,69,75,63,77,73,77,77,77,81,76,75,75,79,74
Jurgen Locadia,Brighton and Hove Albion,75,ST,75,73,76,75,71,75,72,69,84,67,70,67,65,74,69,72,68,71,66,63,70,72,76,36,67,37,29,34,31,74,74,58,68,78
Oumar Niasse,Everton,75,ST,75,78,72,75,77,77,71,67,76,74,56,56,63,39,35,64,61,73,68,67,73,70,67,29,74,35,19,23,24,71,64,71,74,72
Emerson,Chelsea,75,LB,77,77,77,59,75,43,77,55,80,44,66,78,53,71,66,74,41,77,75,72,79,77,72,71,60,75,73,69,70,61,65,67,74,52
