name,team,rating,position,pace,acceleration,sprint_speed,shooting,positioning,finishing,long_shot,penalties,shot_power,volleys,passing,crossing,curve,freekick_accuracy,longpass,shortpass,vision,dribbling,agility,balance,ball_control,reactions,composure,defending,heading_accuracy,interceptions,marking,stand_tackle,slide_tackle,physicality,aggression,jumping,stamina,strength
Simon Mignolet,Liverpool,78,GK,57,55,59,24.16666667,16,11,16,41,45,16,25.33333333,11,16,12,34,39,40,14,28,42,24,75,0,16,16,21,13,14,16,51.5,34,69,31,72
David Ospina,Arsenal,78,GK,34,34,34,18.5,16,10,12,26,35,12,23.66666667,11,10,13,32,36,40,12,44,50,32,70,0,15,15,25,10,13,12,40.5,20,75,29,38
Marouane Fellaini,Manchester United,78,CM,56.5,54,59,72.16666667,78,73,72,64,75,71,65.83333333,64,62,46,69,77,77,74,57,52,80,80,0,76.2,91,73,72,77,68,85.75,92,73,86,92
Papiss Demba Cisse,Newcastle United,78,ST,74,76,72,80.16666667,83,80,78,80,80,80,66.66666667,66,76,59,60,74,65,73,79,72,75,79,0,31.2,75,30,13,19,19,67.25,51,80,66,72
Manuel Lanzini,West Ham United,78,CAM,82,85,79,69.16666667,72,70,72,67,73,61,74.83333333,74,75,72,75,77,76,84,87,88,83,73,0,30.2,59,23,20,26,23,58.75,35,76,79,45
Nordin Amrabat,Watford,78,ST,86,87,85,76,77,76,72,77,81,73,75.33333333,78,76,68,67,81,82,86,88,75,83,76,0,40.2,68,34,29,41,29,67.75,67,56,73,75
Claudio Yacob,West Bromwich Albion,78,CDM,53,55,51,53.16666667,42,58,67,66,63,23,61.16666667,34,52,55,74,83,69,66,59,68,76,77,0,77.6,78,82,76,80,72,77.25,80,76,83,70
Giannelli Imbula,Stoke City,78,CM,77,79,75,56.5,75,51,77,29,79,28,65.5,55,65,38,76,83,76,81,75,74,80,75,0,72.2,62,78,71,77,73,76,73,72,82,77
Wilfried Zaha,Crystal Palace,78,RM,88.5,88,89,65.5,73,74,60,66,69,51,63.33333333,75,54,51,63,71,66,86,85,79,85,71,0,32.4,43,23,27,30,39,64.75,64,50,78,67
Adrian,West Ham United,78,GK,45,46,44,24,12,16,20,44,40,12,21,12,12,17,32,21,32,15,47,48,23,75,0,17.4,15,25,14,19,14,54.75,38,69,38,74
Luke Shaw,Manchester United,78,LB,81.5,79,84,46.16666667,69,32,42,53,50,31,66.83333333,76,63,58,64,75,65,79,80,70,76,76,0,76.2,67,75,78,81,80,71.25,64,63,81,77
Alexandre Song,West Ham United,78,CDM,70,68,72,57.5,62,55,42,66,68,52,64.5,62,57,41,75,76,76,66,71,63,76,76,0,73.4,68,75,74,77,73,79.5,83,71,82,82
Gabriel,Arsenal,78,CB,70,68,72,53.16666667,51,51,57,51,61,48,61.16666667,67,55,46,69,69,61,60,69,71,65,78,0,79.8,77,79,80,83,80,75,74,75,74,77
Hector Bellerin,Arsenal,77,RB,95,96,94,52.83333333,67,52,43,62,52,41,63.33333333,72,63,50,59,74,62,74,84,77,76,75,0,71.8,60,75,74,75,75,69.25,72,65,79,61
Chancel Mbemba,Newcastle United,77,CB,79,79,79,50.33333333,56,57,42,31,79,37,46.5,52,29,28,64,63,43,69,68,63,71,74,0,77.2,75,71,78,83,79,79,74,85,74,83
Abdul Rahman Baba,Chelsea,77,LB,85.5,85,86,48.83333333,56,48,47,42,59,41,60.83333333,80,67,23,67,73,55,76,78,74,77,74,0,73.8,67,72,73,79,78,74.25,73,74,79,71
Dele Alli,Tottenham Hotspur,77,CAM,74.5,76,73,71.33333333,81,75,74,52,75,71,66.83333333,63,67,46,71,78,76,78,74,58,75,80,0,61,60,65,57,64,59,73.75,79,59,88,69
Arouna Kone,Everton,77,ST,79.5,76,83,74.16666667,77,76,70,67,84,71,59.33333333,61,57,56,49,67,66,78,75,61,76,75,0,38.4,73,28,22,43,26,70.5,47,78,73,84
Sylvain Distin,Bournemouth,77,CB,62.5,60,65,42.66666667,48,30,31,47,41,59,50,40,37,36,64,66,57,51,50,34,61,71,0,78.8,82,75,80,79,78,73.25,77,63,67,86
Steven Pienaar,Everton,77,LM,69.5,75,64,71,74,67,73,63,76,73,77.83333333,77,75,76,76,82,81,82,88,87,81,76,0,50.8,56,62,61,39,36,65,71,60,69,60
Glen Johnson,Stoke City,77,RB,77.5,78,77,65.16666667,68,58,70,60,79,56,68.5,75,69,54,70,75,68,78,73,68,76,74,0,74.2,68,69,77,77,80,75.75,75,77,79,72
Mark Noble,West Ham United,77,CM,54.5,54,55,70.5,64,61,68,88,74,68,74.5,71,71,67,78,81,79,71,66,73,77,73,0,70.8,62,76,65,75,76,75.25,81,59,91,70
Aaron Lennon,Everton,77,RM,89,89,89,64.33333333,71,66,57,62,62,68,66.5,78,63,55,54,76,73,84,93,92,81,74,0,32.8,28,37,30,34,35,64.75,57,71,75,56
Bafetimbi Gomis,Swansea City,77,ST,68,67,69,80,79,80,75,83,84,79,61.66666667,61,61,62,46,71,69,69,59,58,76,76,0,45,81,38,39,32,35,70,52,73,70,85
Stephane Sessegnon,West Bromwich Albion,77,CAM,78,79,77,72.83333333,76,71,69,77,75,69,73.5,74,76,67,70,77,77,83,84,90,79,79,0,52,68,45,45,53,49,73.75,72,71,79,73
Graziano Pelle,Southampton,77,ST,54.5,54,55,77.66666667,82,79,69,76,81,79,56.33333333,44,56,40,64,65,69,64,64,34,76,83,0,40.2,91,25,19,33,33,78,73,72,76,91
John Obi Mikel,Chelsea,77,CDM,58.5,55,62,54.5,44,45,60,45,71,62,65.83333333,65,69,59,70,77,55,68,53,47,72,68,0,77.2,74,79,81,75,77,85,88,75,89,88
Alberto Moreno,Liverpool,77,LB,87,87,87,61.66666667,73,65,70,54,73,35,63.5,83,59,40,64,77,58,77,86,87,81,74,0,71.2,61,73,72,74,76,73.75,71,85,85,54
Jack Cork,Swansea City,77,CDM,62,64,60,54.66666667,65,54,45,47,57,60,58.66666667,57,39,24,78,80,74,73,63,71,77,77,0,74.6,69,79,71,78,76,73.25,70,68,83,72
Gokhan Inler,Leicester City,77,CDM,53.5,53,54,74,61,56,86,74,89,78,72.66666667,70,64,68,79,79,76,73,62,59,78,71,0,74.4,68,76,70,80,78,74.5,80,75,69,74
Jonas Olsson,West Bromwich Albion,77,CB,51.5,50,53,54.16666667,50,56,57,51,61,50,60.83333333,60,59,60,61,70,55,47,34,42,64,80,0,78.4,80,81,77,79,75,73.5,82,68,62,82
Willy Caballero,Manchester City,77,GK,51.5,49,54,14,7,11,14,16,23,13,27.5,12,23,11,48,33,38,12,39,55,30,75,0,16.4,22,22,15,11,12,55,30,70,44,76
Etienne Capoue,Watford,77,CDM,60,65,55,61.83333333,62,57,68,52,73,59,63.16666667,70,61,30,75,77,66,74,49,55,74,73,0,75.6,70,74,75,80,79,80,77,74,92,77
Ki Sung Yueng,Swansea City,77,CM,66,64,68,72.5,75,73,73,76,83,55,79.33333333,74,76,77,81,86,82,77,70,59,81,67,0,64.2,71,54,55,70,71,70.5,68,70,72,72
Jose Holebas,Watford,77,LB,82,78,86,68.16666667,71,61,82,57,88,50,68.33333333,77,69,71,69,70,54,73,76,75,75,71,0,75.6,74,68,78,77,81,79.75,82,74,84,79
Henri Saivet,Newcastle United,77,CM,77,77,77,70.83333333,76,74,65,66,75,69,78.33333333,79,73,76,80,81,81,82,83,76,80,77,0,64.8,77,65,60,60,62,73.75,59,90,77,69
Fabian Delph,Manchester City,77,CM,78,79,77,68.5,71,63,73,65,80,59,69.5,69,72,48,76,80,72,83,89,86,79,72,0,67,53,75,63,73,71,76.75,82,72,89,64
Jefferson Montero,Swansea City,77,LM,89,90,88,69.83333333,73,70,68,68,76,64,69.83333333,72,72,64,66,72,73,83,84,77,80,70,0,30.8,47,25,24,38,20,64.25,40,69,79,69
Alberto Paloschi,Swansea City,77,ST,77,78,76,73.16666667,86,83,41,79,73,77,55,52,71,47,35,66,59,69,82,71,77,77,0,28.4,77,21,12,16,16,82.25,83,90,78,78
Daryl Janmaat,Newcastle United,77,RB,74.5,74,75,65.33333333,68,55,64,62,76,67,66.83333333,73,64,56,68,70,70,74,72,66,76,79,0,75,70,74,76,78,77,80.5,84,71,92,75
Oumar Niasse,Everton,77,ST,83.5,91,76,74.33333333,75,79,71,67,80,74,53.33333333,56,63,39,35,64,63,78,72,68,78,72,0,35.4,75,35,20,23,24,71.25,56,70,78,81
Victor Wanyama,Southampton,77,CDM,65.5,62,69,66,64,62,64,65,79,62,64.33333333,63,62,57,68,72,64,72,72,66,72,79,0,77.6,73,79,74,83,79,86.75,90,81,84,92
Jonjo Shelvey,Newcastle United,77,CM,66,65,67,72.33333333,71,70,81,71,85,56,76.83333333,73,66,73,84,85,80,77,62,67,75,72,0,62,69,58,55,69,59,75.75,82,65,79,77
 Tom Cleverley,Everton,77,CM,73,72,74,71.16666667,74,64,75,72,74,68,72.5,74,59,62,80,83,77,79,72,77,80,77,0,53.6,48,65,47,59,49,65.5,71,62,73,56
Allan-Romeo Nyom,Watford,77,RB,77,76,78,50.16666667,51,27,66,37,76,44,59.33333333,75,68,30,64,65,54,62,50,50,72,73,0,77.4,69,75,77,84,82,77.5,80,57,86,87
Yannick Bolasie,Crystal Palace,77,LM,88,88,88,66.83333333,69,64,71,65,81,51,64.5,75,62,49,67,71,63,86,84,76,82,72,0,31.4,51,31,27,31,17,74.75,76,60,81,82
Andy Carroll,West Ham United,77,ST,70.5,69,72,76.83333333,75,76,78,73,85,74,57.5,64,53,42,56,65,65,67,62,50,74,77,0,53.4,91,45,42,46,43,84,85,84,75,92
Charlie Austin,Southampton,77,ST,72.5,71,74,78,83,82,71,77,83,72,54,56,59,43,46,59,61,66,65,55,74,78,0,43.6,81,47,31,37,22,76,67,82,74,81
Juan Manuel Iturbe,Bournemouth,77,RW,92.5,93,92,69.16666667,75,65,76,62,76,61,67.33333333,67,71,73,54,68,71,85,92,91,81,69,0,27,40,21,18,30,26,61,74,68,62,40
Mame Diouf,Stoke City,77,ST,87.5,88,87,74.66666667,78,80,64,75,80,71,48,62,32,36,31,67,60,65,75,68,70,76,0,46,87,51,42,29,21,79.5,70,91,79,78
Fabricio Coloccini,Newcastle United,77,CB,63,64,62,54.5,37,44,70,58,60,58,58.16666667,53,58,56,66,70,46,60,56,62,61,78,0,77,81,75,75,77,77,75.75,82,80,66,75
Heung Min Son,Tottenham Hotspur,77,LM,85.5,85,86,78.83333333,80,81,86,71,82,73,69.66666667,72,79,70,53,75,69,83,78,77,78,79,0,30.6,65,29,17,19,23,62,53,65,74,56
Philipp Wollscheid,Stoke City,77,CB,51,50,52,38.33333333,38,40,19,42,57,34,44,30,29,23,60,70,52,33,46,34,48,77,0,79.8,86,79,77,80,77,71,80,59,62,83
Virgil van Dijk,Southampton,77,CB,66.5,66,67,58,41,55,64,64,81,43,64.83333333,53,60,70,76,71,59,69,57,51,70,69,0,76.8,74,78,77,81,74,78.5,74,76,72,92
John Stones,Everton,77,CB,74,74,74,38,48,29,41,37,46,27,53.83333333,62,26,29,68,79,59,66,63,57,76,76,0,77.8,74,75,79,80,81,74,70,72,76,78
Odion Ighalo,Watford,77,ST,80.5,80,81,71.83333333,84,79,62,63,73,70,55.66666667,49,64,53,47,61,60,80,75,69,76,78,0,44.2,74,30,31,45,41,74.25,66,80,70,81
Jordy Clasie,Southampton,77,CDM,66.5,68,65,62.66666667,65,26,71,64,77,73,77.83333333,70,80,70,79,84,84,71,75,90,81,79,0,61.2,27,81,64,73,61,71.75,86,56,76,69
Cedric,Southampton,77,RB,78.5,79,78,69.66666667,71,57,78,60,84,68,69.83333333,76,66,68,69,75,65,76,76,83,76,76,0,74.4,65,76,76,76,79,74.75,75,73,87,64
Christian Fuchs,Leicester City,76,LB,67,66,68,71.83333333,74,57,79,68,83,70,79.83333333,88,86,84,72,77,72,67,66,60,74,73,0,76,76,76,75,77,76,77.25,78,76,78,77
Saido Berahino,West Bromwich Albion,76,ST,83,85,81,76.5,79,82,68,81,81,68,57.66666667,51,63,61,55,62,54,76,74,71,77,71,0,32.2,67,33,20,18,23,58.75,47,62,64,62
Joel Campbell,Arsenal,76,RM,88,89,87,73.33333333,75,70,74,75,82,64,71.33333333,75,72,69,68,72,72,79,85,76,77,72,0,43.4,52,45,38,40,42,74.25,72,78,73,74
Ben Davies,Tottenham Hotspur,76,LB,78,79,77,49.66666667,60,51,43,54,53,37,64.83333333,73,60,48,67,74,67,72,74,65,75,70,0,75,63,73,80,79,80,71.25,61,72,83,69
Cheikhou Kouyate,West Ham United,76,CDM,77,75,79,61.83333333,72,64,59,52,74,50,55.83333333,54,39,47,64,68,63,67,65,60,74,79,0,77.4,80,81,70,81,75,85,84,78,92,86
Divock Origi,Liverpool,76,ST,85.5,86,85,70.66666667,77,76,69,55,77,70,61.33333333,69,54,40,59,75,71,78,77,62,76,76,0,34,70,28,30,24,18,68.25,52,70,72,79
Artur Boruc,Bournemouth,76,GK,43.5,41,46,16.33333333,17,11,15,21,21,13,23.83333333,12,13,19,34,25,40,14,40,40,18,72,0,17.8,11,25,13,20,20,53.25,38,75,31,69
Aleksandar Mitrovic,Newcastle United,76,ST,63.5,59,68,76.33333333,81,82,68,64,80,83,49.66666667,29,39,52,43,68,67,68,61,48,71,73,0,29.8,84,14,14,24,13,72.5,63,76,67,84
Maarten Stekelenburg,Southampton,76,GK,40,35,45,13.66666667,13,11,11,23,13,11,26.83333333,18,13,13,37,39,41,12,35,27,31,73,0,17.4,14,26,18,15,14,50.75,41,55,30,77
Enner Valencia,West Ham United,76,ST,85.5,86,85,72.66666667,73,75,74,70,84,60,66.5,70,71,65,63,68,62,75,76,74,73,72,0,50,80,42,37,49,42,73.75,50,90,85,70
Julian Speroni,Crystal Palace,76,GK,42.5,42,43,15.16666667,8,13,12,22,24,12,23.5,13,15,12,23,24,54,14,48,57,20,75,0,13.4,11,17,12,12,15,42.75,21,74,33,43
Jack Colback,Newcastle United,76,CDM,66.5,68,65,58,53,54,64,59,71,47,65.83333333,61,60,59,74,80,61,70,69,73,75,72,0,71.2,56,80,69,74,77,76,84,70,86,64
Leon Britton,Swansea City,76,CM,62.5,64,61,52.5,55,55,48,59,51,47,71.66666667,65,61,58,79,85,82,76,77,91,81,78,0,65.6,41,73,70,75,69,68.75,77,70,70,58
Danny Ings,Liverpool,76,ST,86,89,83,72,79,79,67,68,73,66,56.83333333,62,45,36,61,69,68,78,79,82,77,74,0,38.8,71,39,33,24,27,71,52,81,79,72
Steven Davis,Southampton,76,CM,70,73,67,63,68,58,63,62,63,64,74.83333333,75,73,69,77,80,75,76,79,76,77,80,0,64.8,53,67,66,71,67,77.25,74,82,86,67
Angel Rangel,Swansea City,76,RB,62,64,60,58,65,56,59,59,66,43,68.66666667,80,63,57,71,70,71,73,68,55,75,75,0,78.6,76,82,78,80,77,74.5,68,75,79,76
Mathieu Flamini,Arsenal,76,CDM,67.5,68,67,68.16666667,69,60,68,61,78,73,68,70,65,56,71,78,68,70,63,72,75,74,0,75.6,70,77,75,79,77,77.25,83,70,81,75
Steven Taylor,Newcastle United,76,CB,53,54,52,37.33333333,20,32,24,46,43,59,50.5,48,49,53,51,64,38,39,31,55,60,77,0,78,77,78,77,80,78,74,81,67,69,79
Gomes,Watford,76,GK,51,50,52,20.83333333,12,15,14,41,30,13,20.33333333,15,12,13,19,23,40,15,56,53,25,74,0,15.4,14,20,14,14,15,51.75,40,76,27,64
Valon Behrami,Watford,76,CDM,66.5,66,67,67.5,63,56,69,72,76,69,71.5,69,71,69,72,75,73,69,71,68,74,77,0,74,68,75,69,79,79,78.75,90,70,78,77
Jay Rodriguez,Southampton,76,LM,81.5,79,84,75.5,80,79,74,71,75,74,63.16666667,70,69,29,66,76,69,79,79,65,75,77,0,37,76,44,16,28,21,69.5,41,81,85,71
Darron Gibson,Everton,76,CM,58,52,64,69.16666667,67,57,80,63,82,66,75,79,61,71,81,82,76,72,55,61,76,74,0,72.8,65,70,76,77,76,73.5,72,72,76,74
James McArthur,Crystal Palace,76,CDM,65.5,67,64,62.16666667,71,56,61,69,65,51,69,66,54,69,76,78,71,72,75,78,79,74,0,70.6,60,75,73,74,71,71.5,81,53,79,73
Fraser Forster,Southampton,76,GK,33.5,32,35,19.16666667,13,13,12,22,36,19,23,19,10,19,19,27,44,20,32,42,33,67,0,14.6,13,22,13,13,12,51.5,43,59,29,75
Victor Moses,West Ham United,76,LM,82,85,79,70.5,76,70,68,71,75,63,68.83333333,74,75,61,65,67,71,84,78,82,79,69,0,42.2,69,45,35,29,33,65.5,42,66,79,75
Sergio Romero,Manchester United,76,GK,43,44,42,13.83333333,11,14,11,16,14,17,25.33333333,11,12,13,36,38,42,12,52,44,25,79,0,14.6,12,21,14,11,15,51.5,33,63,35,75
Nathan Dyer,Leicester City,76,RM,91,92,90,70,74,75,74,70,75,52,61.5,64,58,42,65,74,66,82,86,95,78,67,0,38.6,32,35,33,45,48,69.75,69,70,84,56
Joe Allen,Liverpool,76,CM,65,67,63,56.33333333,67,58,60,52,63,38,67.83333333,68,58,50,75,84,72,77,79,91,77,82,0,63.6,44,74,60,74,66,69,63,78,79,56
Sebastian Prodl,Watford,76,CB,52.5,53,52,34.5,37,34,32,35,47,22,44.16666667,44,32,38,49,56,46,30,34,33,54,73,0,77.8,85,74,77,80,73,71.5,83,50,65,88
Siem de Jong,Newcastle United,76,CAM,66,67,65,79.83333333,83,78,80,74,82,82,71.66666667,64,66,69,78,77,76,73,67,62,78,80,0,61.2,84,60,47,60,55,77,66,82,86,74
Geoff Cameron,Stoke City,76,CB,73.5,78,69,59.83333333,62,54,59,63,65,56,65.33333333,60,60,60,66,73,73,67,76,53,70,71,0,77.2,73,78,77,81,77,76.5,77,77,77,75
Mile Jedinak,Crystal Palace,76,CDM,52.5,51,54,68.83333333,52,59,74,80,81,67,67.16666667,59,59,77,68,72,68,55,56,66,71,74,0,77.4,79,84,75,81,68,75.5,86,51,78,87
Glenn Whelan,Stoke City,76,CDM,42.5,32,53,64.5,61,65,67,65,70,59,71.5,71,70,75,70,77,66,66,69,66,73,78,0,73,64,80,74,76,71,76,82,68,79,75
Kieran Trippier,Tottenham Hotspur,76,RB,78,78,78,55,59,45,66,39,77,44,72.33333333,80,72,71,70,71,70,72,78,76,70,71,0,74.2,70,75,76,74,76,73.25,66,73,85,69
Joel Ward,Crystal Palace,76,RB,75.5,75,76,52.66666667,64,46,63,40,70,33,61.16666667,73,43,34,72,77,68,64,66,63,70,73,0,78,75,77,80,80,78,73.75,74,66,77,78
Steven Caulker, Liverpool,76,CB,72.5,68,77,31.5,25,32,23,50,42,17,51.16666667,45,59,25,66,69,43,56,64,57,66,73,0,76.8,74,75,76,80,79,75.5,67,74,77,84
Costel Pantilimon,Watford,76,GK,45,48,42,14.33333333,12,11,15,21,14,13,26.33333333,19,15,12,36,38,38,15,33,22,22,69,0,18.6,16,27,14,19,17,45.75,40,34,31,78
Jesse Lingard,Manchester United,76,RM,83.5,85,82,65.33333333,76,73,60,63,66,54,66.5,66,65,54,65,78,71,76,84,84,82,76,0,42.4,58,35,36,58,25,64.5,56,65,79,58
Shinji Okazaki,Leicester City,76,ST,76,79,73,75,79,76,68,75,77,75,60.5,66,53,50,59,71,64,75,85,75,76,84,0,46.8,79,45,33,44,33,79,80,90,84,62
Eric Dier,Tottenham Hotspur,76,CDM,63,55,71,62.33333333,53,44,72,70,83,52,68.66666667,67,54,77,76,74,64,60,56,40,67,67,0,79,83,79,77,80,76,79,80,71,81,84
Troy Deeney,Watford,76,ST,71.5,69,74,77,77,77,78,78,86,66,56,49,68,36,49,69,65,65,65,70,74,70,0,35.2,75,22,25,29,25,79.75,80,72,75,92
Danny Drinkwater,Leicester City,76,CM,70.5,70,71,63.83333333,68,61,69,52,75,58,68.33333333,62,66,43,81,82,76,71,66,78,74,75,0,67.8,59,72,62,74,72,68.5,72,56,80,66
Antonio Valencia,Manchester United,75,RB,81,79,83,65.83333333,72,58,59,55,82,69,71.83333333,82,69,66,69,75,70,82,79,79,79,79,0,66.2,60,70,65,69,67,75.25,80,64,82,75
James Ward-Prowse,Southampton,75,CM,69,70,68,62.16666667,61,53,70,64,74,51,82.66666667,88,86,79,80,81,82,71,74,79,78,73,0,60.8,57,65,55,65,62,68.75,67,68,76,64
Peter Crouch,Stoke City,75,ST,52.5,52,53,76.16666667,80,77,71,74,75,80,63.66666667,59,57,50,63,79,74,64,56,29,78,78,0,36.6,83,23,31,26,20,60.75,70,34,70,69
Alex McCarthy,Crystal Palace,75,GK,57,58,56,20,16,17,14,41,20,12,27,11,15,18,35,33,50,17,35,43,17,69,0,15.2,16,22,13,13,12,50.25,35,68,35,63
Tom Heaton,Burnley,75,GK,51,52,50,14.33333333,12,12,12,24,14,12,24,13,15,13,31,28,44,14,54,48,22,71,0,14.8,14,17,15,15,13,49.5,31,69,36,62
Wayne Routledge,Swansea City,75,LM,78.5,78,79,66.33333333,72,69,55,63,68,71,63.66666667,74,61,28,72,73,74,83,82,87,77,73,0,37.2,34,39,30,37,46,62.25,36,71,69,73
Ryan Mason,Tottenham Hotspur,75,CM,69.5,68,71,69,74,64,71,69,72,64,73.33333333,70,70,66,77,81,76,71,74,77,74,72,0,66.8,55,68,69,73,69,66,76,48,82,58
Rickie Lambert,West Bromwich Albion,75,ST,47,48,46,81.16666667,79,81,74,96,85,72,73.83333333,67,77,84,72,66,77,65,57,59,75,76,0,38.2,84,32,30,26,19,74.25,76,71,65,85
James Collins,West Ham United,75,CB,42.5,51,34,46.66666667,34,38,51,51,70,36,52.16666667,38,29,64,65,59,58,38,33,34,59,72,0,77,81,75,74,78,77,74.5,84,62,67,85
Marc Muniesa,Stoke City,75,CB,65,62,68,44.66666667,61,42,37,50,46,32,60.33333333,67,66,40,56,72,61,63,62,66,73,70,0,75.4,70,78,74,78,77,75.75,78,83,74,68
Andros Townsend,Newcastle United,75,RM,89,89,89,73,70,66,78,83,82,59,69,75,68,68,59,73,71,84,78,71,76,69,0,33.4,54,21,36,29,27,57.25,46,48,69,66
Gareth McAuley,West Bromwich Albion,75,CB,43,52,34,40.16666667,45,50,30,49,44,23,46.16666667,49,39,33,51,53,52,27,34,33,66,75,0,76.8,81,76,77,81,69,73,79,67,67,79
Jordi Amat,Swansea City,75,CB,64,60,68,43.33333333,30,34,65,28,75,28,47.33333333,31,40,36,52,66,59,50,59,58,65,70,0,76,74,71,78,77,80,76.75,82,78,68,79
Erik Pieters,Stoke City,75,LB,68,67,69,46.5,61,32,36,65,51,34,64.66666667,64,67,56,64,75,62,64,65,57,73,71,0,77.4,73,76,77,80,81,76.75,85,68,78,76
Ramiro Funes Mori,Everton,75,CB,72,69,75,46.83333333,49,27,59,52,69,25,57.33333333,73,49,58,55,62,47,63,66,61,64,71,0,75.4,77,71,75,78,76,78.25,81,78,75,79
Joey Barton,Burnley,75,CM,56,57,55,70.83333333,73,69,74,74,73,62,75.16666667,79,71,76,75,75,75,73,70,72,74,78,0,70.2,65,73,63,75,75,81,92,71,87,74
Darren Fletcher,West Bromwich Albion,75,CM,54,55,53,65.66666667,57,65,73,62,77,60,68.83333333,72,65,47,79,82,68,65,62,59,75,80,0,81,83,84,79,81,78,74,80,70,76,70
Steven Berghuis,Watford,75,RW,75,78,72,73.83333333,74,74,83,65,79,68,73,65,84,74,69,72,74,79,78,70,78,70,0,39.4,59,37,35,36,30,59,48,66,66,56
 Muhamed Besic,Everton,75,CDM,73,71,75,48.16666667,46,51,48,48,55,41,60.5,45,52,57,69,75,65,71,78,75,78,72,0,75.2,67,77,74,77,81,77,83,82,69,74
Jason Puncheon,Crystal Palace,75,CAM,76.5,77,76,74,74,74,75,73,77,71,75.33333333,84,71,77,71,75,74,80,76,79,76,72,0,36.6,41,32,26,46,38,68.25,62,73,70,68
Charlie Adam,Stoke City,75,CM,50.5,55,46,79.16666667,77,74,81,83,85,75,80,82,79,76,81,81,81,72,63,68,76,68,0,61,69,60,58,61,57,74,88,66,65,77
Yoan Gouffran,Newcastle United,75,LM,76.5,78,75,74.16666667,74,76,66,77,77,75,67.33333333,68,67,49,72,77,71,77,79,76,77,76,0,51.6,76,41,48,51,42,69,56,74,71,75
Sylvain Marveaux,Newcastle United,75,CAM,71,77,65,70,57,70,72,73,76,72,76.66666667,75,74,79,77,78,77,80,78,84,78,73,0,51.2,55,35,57,60,49,62.25,63,61,68,57
Leon Osman,Everton,75,LM,61,54,68,73.83333333,72,71,76,69,75,80,75.5,72,75,70,73,83,80,82,79,85,81,79,0,63.4,71,69,60,65,52,67.75,69,73,69,60
Jurado,Watford,75,LM,73.5,79,68,75.5,73,74,84,66,81,75,76.5,71,82,78,73,76,79,83,80,74,77,75,0,30.6,47,34,19,26,27,54.25,46,62,53,56
Sebastien Pocognoli,West Bromwich Albion,75,LB,77.5,78,77,61.83333333,67,50,64,58,73,59,69,77,73,69,68,69,58,74,76,69,70,75,0,71.8,63,68,74,76,78,77.75,77,79,84,71
Adnan Januzaj,Manchester United,75,LM,81,85,77,64.33333333,68,66,67,60,58,67,71.83333333,72,70,65,73,75,76,84,84,65,81,69,0,21.6,23,21,20,22,22,50.75,31,61,55,56
Emre Can,Liverpool,75,CM,73.5,68,79,65.66666667,70,55,70,60,78,61,72.83333333,73,68,65,78,78,75,76,75,59,75,73,0,74,70,76,71,77,76,75.75,76,65,79,83
Michail Antonio,West Ham United,75,RM,87,88,86,72.33333333,75,73,70,73,75,68,66,71,66,60,66,68,65,80,86,74,76,70,0,50.4,75,35,44,53,45,77.5,73,78,77,82
Emmanuel Erramuspe ,West Ham United,75,ST,82.5,79,86,73.66666667,76,70,73,66,84,73,57.5,63,46,53,57,65,61,76,72,70,74,74,0,31.6,70,26,19,21,22,77.25,74,73,76,86
Leroy Fer,Swansea City,75,CAM,75,74,76,74.16666667,74,70,78,72,85,66,64.83333333,68,49,44,76,79,73,78,73,51,75,73,0,71,80,70,66,70,69,83.75,80,90,92,73
Shane Long,Southampton,75,ST,84,84,84,73.83333333,77,75,67,78,76,70,55.83333333,70,54,37,49,62,63,72,74,75,75,77,0,40.8,75,42,36,27,24,83.75,79,93,84,79
Stephen Ireland,Stoke City,75,CAM,60,65,55,69.83333333,79,68,64,66,62,80,69.83333333,63,71,60,64,80,81,75,76,78,78,80,0,46.4,42,54,38,48,50,61.25,60,60,68,57
Diafra Sakho,West Ham United,75,ST,78,78,78,73,80,79,64,73,72,70,57.16666667,58,53,62,52,62,56,72,73,62,75,74,0,36.6,77,37,24,23,22,74,67,80,70,79
Joselu,Stoke City,75,ST,66,65,67,73.5,78,77,72,61,78,75,63.33333333,58,73,71,44,66,68,74,69,53,76,74,0,31.2,81,19,17,24,15,65.5,57,61,68,76
Callum Wilson,Bournemouth,75,ST,91.5,93,90,71.5,77,79,64,75,69,65,60,52,62,45,60,70,71,73,81,79,75,70,0,37.2,62,40,20,39,25,74.25,73,66,77,81
Pape Souare,Crystal Palace,75,LB,81.5,85,78,53.33333333,70,39,54,49,65,43,72.83333333,75,75,73,76,74,64,74,60,74,75,73,0,74.6,77,67,75,76,78,79.75,79,91,79,70
James Tomkins,West Ham United,75,CB,62.5,64,61,35.66666667,45,29,29,43,40,28,46.66666667,45,33,31,60,61,50,50,51,53,58,73,0,77.6,78,74,77,79,80,74.5,73,74,75,76
Craig Gardner,West Bromwich Albion,75,CM,54,55,53,76.66666667,72,65,84,81,87,71,72.66666667,70,70,74,75,76,71,70,69,74,76,76,0,70.6,68,70,70,72,73,79.25,87,66,91,73
Marc Albrighton,Leicester City,75,LM,79.5,80,79,67.83333333,67,68,68,60,70,74,73.83333333,83,82,66,65,72,75,79,78,75,74,65,0,46.2,42,56,41,47,45,69,73,60,82,61
