name,team,rating,position,pace,acceleration,sprint_speed,shooting,positioning,finishing,long_shot,penalties,shot_power,volleys,passing,crossing,curve,freekick_accuracy,longpass,shortpass,vision,dribbling,agility,balance,ball_control,reactions,composure,defending,heading_accuracy,interceptions,marking,stand_tackle,slide_tackle,physicality,aggression,jumping,stamina,strength
Sofiane Feghouli,West Ham United,79,RW,87.5,86,89,70.66666667,76,68,71,62,79,68,69.66666667,78,57,68,67,73,75,85,86,79,84,77,0,35.8,60,31,25,32,31,64.25,55,72,72,58
David Ospina,Arsenal,79,GK,34,34,34,18.5,16,10,12,26,35,12,23.66666667,11,10,13,32,36,40,12,44,50,32,70,0,15,15,25,10,13,12,40.5,20,75,29,38
Eric Dier,Tottenham Hotspur,79,CB,60.5,55,66,62.33333333,53,44,72,70,83,52,69.16666667,67,54,77,76,75,66,60,56,40,68,69,0,79.8,83,79,76,80,81,79,80,71,81,84
Borja Baston,Swansea City,79,ST,62.5,58,67,78.66666667,88,78,73,72,81,80,56.66666667,51,68,46,44,66,65,69,61,41,80,78,0,34,77,23,14,32,24,66.5,61,56,60,89
Gabriel,Arsenal,79,CB,70,68,72,53.16666667,51,51,57,51,61,48,61.16666667,67,55,46,69,69,61,60,69,71,65,78,0,79.8,77,79,80,83,80,76,78,75,74,77
Scott Dann,Crystal Palace,79,CB,51.5,49,54,36.5,36,40,32,30,52,29,45.33333333,30,30,29,65,63,55,38,50,56,66,77,0,80.6,85,80,80,80,78,75.25,73,72,74,82
Aleksandar Kolarov,Manchester City,79,LB,67.5,69,66,72.16666667,69,55,80,74,91,64,79.83333333,90,85,81,77,70,76,78,64,58,74,79,0,79,75,80,75,83,82,79.25,84,78,77,78
Victor Wanyama,Tottenham Hotspur,79,CDM,65.5,62,69,66.5,65,63,65,65,79,62,65.33333333,63,62,57,68,75,67,72,72,66,72,81,0,78.8,73,81,77,84,79,87,90,81,85,92
Ibrahim Afellay,Stoke City,79,CAM,77.5,78,77,72.83333333,73,71,76,70,75,72,77.5,78,79,75,74,81,78,81,77,79,82,75,0,50.4,46,54,36,62,54,64.25,52,75,71,59
Dusan Tadic,Southampton,79,LM,71,72,70,71.33333333,73,66,66,81,69,73,80,79,83,76,77,81,84,83,81,77,84,80,0,38.8,63,31,40,34,26,65.25,56,65,73,67
Manuel Lanzini,West Ham United,79,CAM,82,85,79,69.16666667,72,69,72,68,73,61,74.83333333,74,75,72,75,77,76,85,87,88,85,73,0,30,56,23,20,26,25,58.75,35,76,79,45
Memphis Depay,Manchester United,79,LM,90,91,89,75.16666667,75,72,81,66,88,69,75.16666667,67,85,90,63,73,73,85,83,83,80,77,0,32.2,55,31,24,31,20,73.5,62,74,78,80
Mathieu Debuchy,Arsenal,79,RB,74,76,72,65.5,64,59,68,66,74,62,71,79,74,61,73,75,64,72,77,74,74,72,0,76.8,74,75,78,79,78,79,80,81,84,71
Leroy Sane,Manchester City,79,RM,91.5,92,91,72.33333333,78,74,77,63,78,64,69.16666667,65,81,62,64,75,68,85,86,82,80,78,0,39.4,72,32,26,32,35,65,58,66,76,60
Sergio Romero,Manchester United,79,GK,43,44,42,13.83333333,11,14,11,16,14,17,25.33333333,11,12,13,36,38,42,12,52,44,25,79,0,14.6,12,21,14,11,15,51.5,33,63,35,75
Kieran Gibbs,Arsenal,79,LB,81,79,83,59.83333333,65,47,65,63,72,47,66.66666667,76,64,52,65,74,69,74,73,74,75,81,0,76.8,68,79,78,79,80,72,72,70,77,69
Ashley Young,Manchester United,79,LM,81,83,79,71.83333333,70,69,75,65,77,75,76.83333333,84,84,72,68,74,79,81,84,77,80,77,0,54.8,51,60,48,54,61,57.25,47,57,69,56
Marcos Alonso,Chelsea,79,LWB,79,76,82,65.66666667,70,60,74,64,76,50,70.5,78,63,71,72,74,65,78,69,58,78,82,0,73.4,70,70,74,77,76,76.5,70,68,90,78
Simone Zaza,West Ham United,79,ST,77.5,77,78,79.5,83,80,76,80,82,76,58.66666667,52,68,56,45,65,66,76,77,68,77,69,0,42.8,80,34,28,36,36,78,78,85,69,80
Fernando,Manchester City,79,CDM,67,66,68,58.66666667,59,54,68,54,76,41,64.66666667,60,65,53,73,75,62,62,74,57,72,79,0,78.6,70,83,78,80,82,81,87,72,84,81
Divock Origi,Liverpool,79,ST,86,87,85,73.33333333,80,79,69,65,77,70,61.33333333,69,54,40,59,75,71,78,77,62,76,76,0,34.6,73,28,30,24,18,74.5,69,73,74,82
Alex Oxl.-Chamberlain,Arsenal,79,RM,89,89,89,70.33333333,74,68,75,69,77,59,69.16666667,73,67,53,73,77,72,85,84,88,82,75,0,41.8,39,43,39,46,42,69,66,65,75,70
Federico Fernandez,Swansea City,79,CB,53.5,54,53,30.16666667,36,26,29,42,27,21,47.33333333,23,49,42,56,70,44,39,48,48,66,72,0,80.2,80,82,82,79,78,75.25,78,76,68,79
Giannelli Imbula,Stoke City,79,CM,77,79,75,56.5,75,51,77,29,79,28,65.5,55,65,38,76,83,76,81,75,74,80,75,0,72.2,62,78,71,77,73,76,73,72,82,77
Llorente,Swansea City,79,ST,54.5,52,57,76,85,78,64,70,79,80,55.16666667,44,57,40,49,71,70,67,40,33,77,80,0,34,90,25,15,25,15,70.25,71,56,63,91
Fraser Forster,Southampton,79,GK,33.5,32,35,19.16666667,13,13,12,22,36,19,23,19,10,19,19,27,44,20,32,42,33,70,0,14.6,13,22,13,13,12,52.75,43,59,29,80
Jonny Evans,West Bromwich Albion,79,CB,68,69,67,35.5,28,28,25,44,42,46,48,52,32,25,62,72,45,39,50,57,68,78,0,80.6,81,81,78,81,82,75,78,80,69,73
Cedric,Southampton,79,RB,82.5,82,83,69.66666667,71,57,78,60,84,68,70.16666667,78,66,68,69,75,65,76,76,83,76,76,0,74.4,65,76,76,76,79,74.75,75,73,87,64
Heung Min Son,Tottenham Hotspur,79,LM,85.5,85,86,78.83333333,80,81,86,71,82,73,71,75,79,70,58,75,69,84,78,77,78,79,0,30.6,65,29,17,19,23,63.25,56,65,76,56
Gomes,Watford,78,GK,51,50,52,20.83333333,12,15,14,41,30,13,23.5,15,12,13,19,23,59,15,56,53,25,74,0,15.4,14,20,14,14,15,51.75,40,76,27,64
Jack Cork,Swansea City,78,CDM,59.5,64,55,55.5,65,54,50,47,57,60,58.66666667,57,39,24,78,80,74,73,63,71,77,77,0,75.2,71,80,71,78,76,74.25,70,72,83,72
Michail Antonio,West Ham United,78,RM,88.5,88,89,72.66666667,77,73,70,73,75,68,66.83333333,73,66,60,66,71,65,81,86,76,78,75,0,56.2,88,40,44,56,53,80.5,75,82,80,85
Etienne Capoue,Watford,78,CDM,60,65,55,64,68,62,68,52,73,61,63.5,70,61,30,75,79,66,74,49,55,74,78,0,75.6,70,74,75,80,79,80,77,74,92,77
Gabriel Fernando de Jesus,Manchester City,78,ST,86.5,88,85,74,79,80,72,73,73,67,68,66,76,54,66,74,72,85,92,91,83,82,0,29.8,61,32,20,17,19,66,56,63,84,61
Mame Diouf,Stoke City,78,ST,87.5,88,87,74.66666667,78,80,64,75,80,71,48,62,32,36,31,67,60,65,75,68,70,76,0,46,87,51,42,29,21,79.5,70,91,79,78
Tom Heaton,Burnley,78,GK,51,52,50,14.33333333,12,12,12,24,14,12,24,13,15,13,31,28,44,14,54,48,22,71,0,14.8,14,17,15,15,13,49.5,31,69,36,62
Victor Moses,Chelsea,78,RWB,85,86,84,70.5,76,70,68,71,75,63,70.16666667,74,75,61,69,71,71,84,80,82,80,74,0,66.4,69,68,63,68,64,68,42,66,84,80
Idrissa Gueye,Everton,78,CM,75,75,75,58.33333333,67,50,67,54,80,32,60.5,60,33,43,74,81,72,75,75,80,79,81,0,79,69,87,78,81,80,80.25,80,80,88,73
John Stones,Manchester City,78,CB,75,75,75,37.5,48,29,38,37,46,27,54,62,26,29,68,80,59,68,64,57,79,76,0,78,74,76,79,80,81,74,70,72,76,78
Gokhan Tore,West Ham United,78,RM,85.5,85,86,71.33333333,67,66,76,70,79,70,75.16666667,78,77,70,77,75,74,84,83,80,83,68,0,39.2,59,43,24,38,32,71.25,83,58,67,77
Robert Huth,Leicester City,78,CB,40.5,32,49,53.16666667,34,46,54,54,75,56,46.66666667,31,30,59,67,61,32,31,26,42,53,75,0,78.2,83,76,78,77,77,77.75,91,51,76,93
Charlie Austin,Southampton,78,ST,70,66,74,78,83,82,71,77,83,72,54,56,59,43,46,59,61,66,65,55,74,78,0,43.6,81,47,31,37,22,76,67,82,74,81
Aaron Lennon,Everton,78,RM,86.5,87,86,65.16666667,71,69,57,62,64,68,66.5,78,63,55,54,76,73,84,93,92,81,74,0,36.8,28,42,40,37,37,67,57,71,81,59
Simon Mignolet,Liverpool,78,GK,57,55,59,24.16666667,16,11,16,41,45,16,25.33333333,11,16,12,34,39,40,14,28,42,24,75,0,16,16,21,13,14,16,51.5,34,69,31,72
Mark Noble,West Ham United,78,CM,51.5,51,52,70.66666667,64,61,68,88,74,69,74.83333333,71,71,67,79,81,80,74,66,74,77,73,0,70.8,62,76,65,75,76,75.25,81,59,90,71
Steven Defour, Burnley,78,CM,68.5,71,66,70.33333333,72,66,75,69,76,64,75.5,72,70,73,78,80,80,74,74,78,78,78,0,72.4,62,81,74,74,71,72.5,81,71,72,66
Nacer Chadli,West Bromwich Albion,78,LM,77,76,78,76.5,77,76,76,76,81,73,75.16666667,75,77,78,68,77,76,83,65,54,80,75,0,47.8,67,43,37,48,44,73,59,71,79,83
Bruno Martins Indi,Stoke City,78,CB,60.5,58,63,41.66666667,42,40,40,38,56,34,52,71,30,38,69,69,35,53,53,64,64,70,0,77.4,73,76,78,82,78,75.5,86,58,73,85
Allan-Romeo Nyom,West Bromwich Albion,78,RB,77,76,78,50.16666667,51,27,66,37,76,44,59.33333333,75,68,30,64,65,54,62,50,50,72,73,0,77,69,75,77,83,81,77.5,80,57,86,87
Yannick Bolasie,Everton,78,RM,89,89,89,66.83333333,69,64,71,65,81,51,64.5,75,62,49,67,71,63,87,84,76,83,74,0,32,51,31,27,34,17,74.5,76,60,80,82
John Obi Mikel,Chelsea,78,CDM,55,55,55,54.5,44,45,60,45,71,62,65.83333333,65,69,59,70,77,55,68,53,47,72,68,0,77.2,74,79,81,75,77,85,88,75,89,88
Andy Carroll,West Ham United,78,ST,67,69,65,76.83333333,75,76,78,73,85,74,57.5,64,53,42,56,65,65,67,62,50,74,77,0,53.4,91,45,42,46,43,84,85,84,75,92
Willy Caballero,Manchester City,78,GK,51.5,49,54,14,7,11,14,16,23,13,27.5,12,23,11,48,33,38,12,39,55,30,75,0,16.4,22,22,15,11,12,55,30,70,44,76
Ben Davies,Tottenham Hotspur,78,LB,78,79,77,50.33333333,58,51,43,54,59,37,66,75,64,48,68,74,67,71,72,65,76,72,0,75.4,63,74,80,79,81,70.75,61,70,81,71
Havard Nordtveit,West Ham United,78,CB,63.5,63,64,54.83333333,57,40,66,56,72,38,69.16666667,66,64,66,77,73,69,64,61,59,71,77,0,77.2,77,75,78,79,77,76.5,78,68,79,81
Max Gradel,Bournemouth,78,LM,87,87,87,73,74,75,71,75,73,70,70.5,73,68,74,64,74,70,83,85,69,79,78,0,46,66,51,38,40,35,63.25,55,68,72,58
James McArthur,Crystal Palace,78,CDM,65.5,67,64,61.83333333,71,56,61,67,65,51,67.66666667,66,54,61,76,78,71,66,75,78,79,77,0,72.4,66,78,74,74,70,76.25,84,61,87,73
Troy Deeney,Watford,78,ST,69,69,69,79.16666667,77,80,78,80,86,74,59.83333333,55,68,36,60,73,67,65,65,74,75,74,0,39.6,82,29,33,29,25,84.25,80,86,79,92
Ki Sung Yueng,Swansea City,78,CM,66,64,68,72.5,75,73,73,76,83,55,79.33333333,74,76,77,81,86,82,77,70,59,81,67,0,64.2,71,54,55,70,71,70,66,70,72,72
Jefferson Montero,Swansea City,78,LM,90.5,91,90,69,73,65,68,68,76,64,71.83333333,74,76,64,70,74,73,83,84,85,80,70,0,31.4,50,25,24,38,20,64,40,69,79,68
Joe Allen,Stoke City,78,CM,65,67,63,57.33333333,69,62,60,52,63,38,67.83333333,68,58,50,75,84,72,77,79,91,77,82,0,64,44,76,60,74,66,72.5,70,78,86,56
Fabian Delph,Manchester City,78,CM,78,79,77,68.5,71,63,73,65,80,59,69.5,69,72,48,76,80,72,83,89,86,79,72,0,67,53,75,63,73,71,76.75,82,72,89,64
Kevin Wimmer,Tottenham Hotspur,78,CB,67,64,70,29.66666667,30,21,25,35,40,27,51.16666667,52,24,28,70,74,59,63,59,61,67,78,0,78.2,75,79,78,81,78,73,76,73,63,80
Stefano Okaka,Watford,77,ST,75.5,73,78,72.83333333,78,74,69,68,81,67,53,50,58,48,29,71,62,75,58,48,75,71,0,32.2,80,21,15,25,20,80.25,73,76,79,93
Wes Morgan,Leicester City,77,CB,50,46,54,30.83333333,39,19,35,17,52,23,33,17,14,18,44,56,49,56,31,52,62,76,0,76.8,75,78,77,78,76,79.75,79,76,73,91
Jay Rodriguez,Southampton,77,LM,81.5,79,84,75.5,80,79,74,71,75,74,63.16666667,70,69,29,66,76,69,79,79,65,75,77,0,37,76,44,16,28,21,69.5,41,81,85,71
Andros Townsend,Crystal Palace,77,RM,85.5,86,85,74.33333333,70,74,78,83,82,59,72.33333333,77,68,76,67,75,71,82,80,71,78,69,0,32.2,52,21,32,29,27,54.25,43,48,69,57
Tom Cleverley,Everton,77,LM,70,66,74,71.16666667,74,64,75,72,74,68,72.5,74,59,62,80,83,77,79,72,77,80,77,0,53.6,48,65,47,59,49,65.5,71,62,73,56
Brice Dja Djedje,Watford,77,RB,81.5,79,84,56.66666667,68,58,53,58,72,31,64,71,56,47,66,76,68,70,77,87,75,74,0,71.6,58,72,72,77,79,77.25,85,67,85,72
Glenn Whelan,Stoke City,77,CDM,42.5,32,53,64.5,61,65,67,65,70,59,71.5,71,70,75,70,77,66,66,69,66,73,78,0,73,64,80,74,76,71,76,82,68,79,75
Steven Davis,Southampton,77,CM,67,67,67,63,68,58,63,62,63,64,74.83333333,75,73,69,77,80,75,76,79,76,77,80,0,64.8,53,67,66,71,67,77.25,74,82,86,67
Jordi Amat,Swansea City,77,CB,67.5,63,72,43.33333333,30,34,65,28,75,28,47.66666667,31,40,36,52,68,59,50,59,58,65,70,0,76,74,71,78,77,80,76.75,82,78,68,79
Younes Kaboul,Watford,77,CB,62,52,72,49.5,51,21,55,54,82,34,51.33333333,56,44,33,54,70,51,52,53,47,61,68,0,76.8,81,74,74,79,76,78.5,84,78,69,83
Odion Ighalo,Watford,77,ST,80.5,80,81,71.33333333,84,76,62,63,73,70,55.66666667,49,64,53,47,61,60,80,75,69,76,78,0,43.6,71,30,31,45,41,74.25,66,80,70,81
Jason Puncheon,Crystal Palace,77,CAM,76.5,77,76,74.16666667,76,73,75,73,77,71,76.83333333,79,76,78,74,75,79,80,76,79,76,72,0,39.2,41,32,36,49,38,68.25,62,73,70,68
Glen Johnson,Stoke City,77,RB,77,77,77,65.16666667,68,58,70,60,79,56,68.5,75,69,54,70,75,68,78,73,68,76,74,0,74.2,68,69,77,77,80,75.75,75,77,79,72
Jordy Clasie,Southampton,77,CDM,66.5,68,65,62.66666667,65,26,71,64,77,73,77,70,80,70,78,81,83,70,75,90,80,79,0,61,27,80,64,73,61,71.5,85,56,76,69
Marouane Fellaini,Manchester United,77,CM,54.5,54,55,71.5,77,70,72,64,75,71,64.33333333,61,62,46,66,77,74,72,50,52,81,78,0,77.2,91,76,75,76,68,83.75,94,65,84,92
Luis Hernandez,Leicester City,77,CB,72,71,73,54,55,37,55,54,70,53,61.5,69,58,42,71,74,55,59,68,67,73,77,0,77.2,69,82,76,78,81,76.5,68,81,82,75
 Costel Pantilimon,Watford,77,GK,45,48,42,14.33333333,12,11,15,21,14,13,26.33333333,19,15,12,36,38,38,15,33,22,22,69,0,18.6,16,27,14,19,17,45.75,40,34,31,78
Danny Ings,Liverpool,77,ST,86.5,89,84,71.83333333,79,77,67,68,74,66,58.83333333,62,57,36,61,69,68,78,79,82,77,74,0,38.8,71,39,33,24,27,73.75,60,81,81,73
Nathan Dyer,Swansea City,77,RM,90,92,88,70,74,75,74,70,75,52,61.5,64,58,42,65,74,66,80,86,95,78,67,0,38.6,32,35,33,45,48,69.75,69,70,84,56
Georges-Kevin Nkoudou,Tottenham Hotspur,77,LM,92,92,92,72.33333333,76,71,74,67,72,74,68.5,74,74,58,62,74,69,79,85,88,76,77,0,36.8,49,21,35,37,42,59.75,48,55,72,64
Ahmed Musa,Leicester City,77,ST,93.5,95,92,75.33333333,79,78,73,69,78,75,60.16666667,65,60,48,53,69,66,81,88,86,79,80,0,32,64,24,20,28,24,62.25,33,80,91,45
Jonjo Shelvey,Newcastle United,77,CM,65.5,64,67,71.66666667,70,67,81,71,85,56,76.33333333,73,66,73,84,82,80,74,62,67,75,72,0,61.2,69,58,55,65,59,75,82,65,77,76
Mohamed Elneny,Arsenal,77,CDM,62.5,61,64,60,63,58,67,62,71,39,69.83333333,67,69,61,73,78,71,68,67,62,76,73,0,70.6,57,76,72,76,72,77.5,74,71,92,73
Jesse Lingard,Manchester United,77,RM,83.5,85,82,69.16666667,76,70,69,65,71,64,68.83333333,71,72,56,65,75,74,78,84,84,80,76,0,49.4,61,47,49,49,41,65,60,65,81,54
Kieran Trippier,Tottenham Hotspur,77,RB,78,78,78,55.16666667,60,45,66,39,77,44,73.16666667,84,75,68,69,71,72,72,78,76,71,71,0,73.6,69,74,75,74,76,73.25,66,73,85,69
Ramiro Funes Mori,Everton,77,CB,72,69,75,49,49,40,59,52,69,25,58.16666667,73,49,58,55,67,47,63,66,61,69,71,0,76,80,71,75,78,76,78.75,83,78,75,79
Jose Holebas,Watford,77,LB,82,78,86,67,71,61,78,57,85,50,68.33333333,77,69,71,69,70,54,73,76,75,75,71,0,75.2,74,68,77,77,80,79.75,82,74,84,79
Vincent Janssen,Tottenham Hotspur,77,ST,74,72,76,76.33333333,79,81,68,81,83,66,46.83333333,33,54,39,31,74,50,68,64,70,75,75,0,29.2,73,13,19,19,22,78.25,77,75,81,80
Sebastian Prodl,Watford,77,CB,52.5,53,52,34.5,37,34,32,35,47,22,44.16666667,44,32,38,49,56,46,30,34,33,54,73,0,77.8,85,74,77,80,73,71.5,83,50,65,88
Christian Fuchs,Leicester City,77,LB,67,66,68,71.83333333,74,57,79,68,83,70,79.16666667,86,86,80,73,77,73,69,66,60,75,76,0,76.4,76,77,76,77,76,77.75,78,76,80,77
Marco van Ginkel,Chelsea,77,CM,71.5,67,76,72.16666667,75,72,75,64,75,72,71.16666667,70,66,62,77,79,73,73,74,56,78,75,0,65,68,65,55,69,68,76.5,68,76,86,76
Nampalys Mendy,Leicester City,77,CDM,74,75,73,54.66666667,55,49,64,55,62,43,67.5,67,69,48,71,81,69,70,80,83,78,73,0,73.4,65,76,75,76,75,79.5,79,79,85,75
Daryl Janmaat, Watford,77,RB,74.5,74,75,65.33333333,68,55,64,62,76,67,66.83333333,73,64,56,68,70,70,74,72,66,76,79,0,73.8,70,73,74,77,75,80.5,84,71,92,75
Valon Behrami,Watford,77,CDM,66.5,66,67,67.5,63,56,69,72,76,69,71.33333333,69,70,69,72,75,73,69,71,68,74,77,0,73.6,68,75,69,78,78,79.25,90,70,80,77
Shane Long,Southampton,77,ST,84,84,84,73.83333333,77,75,67,78,76,70,55.83333333,70,54,37,49,62,63,73,74,75,77,77,0,40.8,75,42,36,27,24,83.75,79,93,84,79
Geoff Cameron,Stoke City,77,CB,68.5,68,69,59.83333333,62,54,59,63,65,56,65.33333333,60,60,60,66,73,73,67,76,53,70,71,0,77.2,73,78,77,81,77,76.5,77,77,77,75
Marcus Rashford,Manchester United,77,ST,90.5,91,90,73,79,76,64,74,74,71,64.83333333,65,64,65,56,71,68,81,86,76,78,74,0,35.6,68,38,22,25,25,66.75,55,72,79,61
Shinji Okazaki,Leicester City,77,ST,76,79,73,75.33333333,83,75,68,74,77,75,61,66,53,50,59,72,66,76,85,75,76,84,0,45.8,74,45,33,44,33,80.25,80,90,82,69
Cheikhou Kouyate,West Ham United,77,CDM,77,75,79,62,72,65,59,52,74,50,55.83333333,54,39,47,64,68,63,68,65,60,73,79,0,77.4,80,81,70,81,75,85,84,78,92,86
Leon Britton,Swansea City,77,CDM,53,52,54,52.5,55,55,48,59,51,47,71.66666667,65,61,58,79,85,82,76,77,91,81,78,0,65.6,41,73,70,75,69,68.75,77,70,70,58
Darron Gibson,Everton,77,CM,58,52,64,69.16666667,67,57,80,63,82,66,74.66666667,77,61,71,81,82,76,72,55,61,76,74,0,72.6,65,70,76,76,76,73.5,72,72,76,74
Jonathan Calleri,West Ham United,76,ST,76,75,77,72.16666667,79,75,69,62,77,71,56.83333333,56,57,35,58,66,69,71,72,79,74,77,0,43.4,80,37,29,39,32,73.25,65,81,71,76
Maarten Stekelenburg,Everton,76,GK,40,35,45,13.66666667,13,11,11,23,13,11,26.83333333,18,13,13,37,39,41,12,35,27,31,73,0,17.4,14,26,18,15,14,50.75,41,55,30,77
Enner Valencia,Everton,76,ST,85.5,86,85,72.83333333,73,75,74,70,84,61,66.5,70,71,65,63,68,62,75,76,74,72,72,0,47,74,42,37,40,42,73.25,50,90,85,68
Aleksandar Mitrovic,Newcastle United,76,ST,62.5,57,68,75,78,78,68,64,80,82,49.16666667,29,39,52,43,67,65,68,61,48,71,73,0,29.8,84,14,14,24,13,80.25,89,81,67,84
Aaron Mooy,Huddersfield Town,76,CM,70,69,71,70.33333333,73,69,72,73,70,65,77.16666667,74,73,78,79,79,80,73,71,67,75,66,0,59.4,46,63,56,67,65,73,75,72,81,64
Chancel Mbemba,Newcastle United,76,CB,77.5,76,79,50.33333333,56,57,42,31,79,37,46,47,29,28,65,64,43,68,68,63,69,69,0,75,74,72,74,79,76,78.5,74,83,74,83
Pape Souare,Crystal Palace,76,LB,81,83,79,54.5,73,43,54,49,65,43,71.16666667,77,75,69,70,72,64,74,78,74,72,73,0,73.4,74,67,73,74,79,79,79,89,75,73
Wayne Routledge,Swansea City,76,LM,72.5,71,74,66.33333333,72,69,55,63,68,71,63.66666667,74,61,28,72,73,74,83,82,87,77,73,0,37.2,34,39,30,37,46,62.25,36,71,69,73
Diafra Sakho,West Ham United,76,ST,78.5,78,79,72.83333333,80,78,64,73,72,70,57.16666667,58,53,62,52,62,56,72,73,62,75,74,0,36.6,77,37,24,23,22,74,67,80,70,79
Alberto Moreno,Liverpool,76,LB,89,89,89,63.5,73,65,74,54,80,35,62.33333333,79,59,40,64,74,58,77,86,87,81,68,0,67.6,61,68,62,71,76,79,83,85,85,63
Abdoulaye Doucoure,Watford,76,CM,70.5,65,76,67.33333333,73,70,74,45,75,67,63.16666667,68,41,42,74,79,75,75,60,64,78,68,0,70.4,66,72,69,74,71,77.25,75,71,83,80
Erik Pieters,Stoke City,76,LB,68,67,69,46.5,61,32,36,65,51,34,64.66666667,64,67,56,64,75,62,64,65,57,73,71,0,77.4,73,76,77,80,81,76.75,85,68,78,76
James Ward-Prowse,Southampton,76,CM,68.5,69,68,62.16666667,61,53,70,64,74,51,82.66666667,88,86,79,80,81,82,71,74,79,78,73,0,60.8,57,65,55,65,62,68.75,67,68,76,64
Cheick Tiote,Newcastle United,76,CDM,67.5,66,69,59.5,53,47,63,52,74,68,59,64,44,42,66,76,62,70,72,71,72,70,0,74.2,64,77,74,78,78,82.75,92,75,78,86
Miguel Angel Britos,Watford,76,CB,54.5,54,55,32.5,24,37,31,51,30,22,49.5,43,47,52,64,60,31,47,49,54,58,66,0,76.6,74,75,77,80,77,74.75,76,83,61,79
Artur Boruc,Bournemouth,76,GK,40,39,41,16.33333333,17,11,15,21,21,13,23.83333333,12,13,19,34,25,40,14,40,40,18,72,0,17.8,11,25,13,20,20,53.25,38,75,31,69
James Collins, West Ham United,76,CB,40.5,47,34,46.66666667,34,38,51,51,70,36,51.5,38,29,64,65,59,54,38,33,34,59,70,0,77,81,75,74,78,77,74.75,85,62,67,85
Eduardo,Chelsea,76,GK,45,46,44,22.5,11,20,18,37,38,11,22.33333333,13,11,14,32,22,42,11,60,58,32,70,0,17.8,12,24,13,20,20,48.75,28,75,20,72
James Tomkins,Crystal Palace,76,CB,55.5,55,56,35.66666667,45,29,29,43,40,28,46.66666667,45,33,31,60,61,50,50,51,53,58,73,0,77.6,78,74,77,79,80,74.5,73,74,75,76
Gareth McAuley,West Bromwich Albion,76,CB,43,52,34,40.16666667,45,50,30,49,44,23,46.16666667,49,39,33,51,53,52,27,34,33,66,75,0,76.8,81,76,77,81,69,74.25,79,72,67,79
Marc Muniesa,Stoke City,76,CB,61,54,68,44.66666667,61,42,37,50,46,32,60.33333333,67,66,40,56,72,61,63,62,66,73,70,0,75.4,70,78,74,78,77,75.75,78,83,74,68
Darren Fletcher,West Bromwich Albion,76,CM,54,55,53,65.66666667,57,65,73,62,77,60,68.83333333,72,65,47,79,82,68,65,62,59,75,80,0,81,83,84,79,81,78,74,80,70,76,70
Angel Rangel,Swansea City,76,RB,59.5,64,55,58,65,56,59,59,66,43,68.66666667,80,63,57,71,70,71,73,68,55,75,75,0,78.6,76,82,78,80,77,73.5,68,75,75,76
Callum Wilson,Bournemouth,76,ST,91.5,93,90,71.5,77,79,64,75,69,65,60,52,62,45,60,70,71,73,81,79,75,70,0,37.2,62,40,20,39,25,74.25,73,66,77,81
Leroy Fer,Swansea City,76,CAM,75,74,76,74.5,75,71,78,72,85,66,64.83333333,68,49,44,76,79,73,78,73,51,75,73,0,71,80,70,66,70,69,83.75,80,90,92,73
Matt Ritchie,Newcastle United,76,RM,77,78,76,73.33333333,74,73,77,65,76,75,70.66666667,76,72,65,66,71,74,76,74,84,75,73,0,50,38,46,56,57,53,70.25,69,72,81,59
Christian Kabasele,Watford,76,CB,77.5,77,78,52.66666667,57,53,44,53,57,52,43.5,47,34,27,57,60,36,59,63,64,64,71,0,76.2,76,74,74,76,81,80.75,77,81,82,83
Muhamed Besic,Everton,76,CDM,71.5,68,75,48.16666667,46,51,48,48,55,41,60.5,45,52,57,69,75,65,71,78,75,78,72,0,75.2,67,77,74,77,81,77.25,84,82,69,74
Anthony Knockaert, Brighton & Hove Albion,76,RM,76.5,80,73,69.5,73,72,70,68,73,61,71.66666667,74,76,76,61,73,70,82,91,83,77,72,0,33.2,59,32,15,32,28,69,78,74,73,51
Kelechi Iheanacho,Manchester City,76,ST,87,89,85,73.83333333,79,79,66,74,76,69,59.66666667,48,67,53,58,67,65,74,79,70,76,70,0,25.2,60,17,15,22,12,63.25,56,58,65,74
Alex McCarthy,Southampton,76,GK,57,58,56,20,16,17,14,41,20,12,27,11,15,18,35,33,50,17,35,43,17,69,0,15.2,16,22,13,13,12,50.25,35,68,35,63
Jesus Gamez,Newcastle United,76,RB,70,64,76,52.66666667,47,37,51,53,84,44,62.16666667,78,65,51,66,64,49,63,58,57,74,73,0,76,63,79,79,81,78,80.75,86,77,78,82
Jonas Olsson,West Bromwich Albion,76,CB,48,46,50,54.16666667,50,56,57,51,61,50,60.83333333,60,59,60,61,70,55,47,34,42,64,80,0,75.4,80,81,74,72,70,72.75,82,65,62,82
Ciaran Clark,Newcastle United,76,CB,64.5,62,67,55.83333333,50,43,54,55,71,62,52,39,52,43,63,64,51,53,59,51,63,72,0,77.2,79,75,75,77,80,75.25,82,73,70,76
Andre Gray,Burnley,76,ST,91,91,91,73.5,79,77,64,74,80,67,55,59,48,39,51,66,67,70,72,76,69,72,0,27.8,65,24,20,13,17,72.25,61,70,79,79
Marc Albrighton,Leicester City,76,LM,79,80,78,68,70,68,67,60,71,72,75,83,82,71,68,72,74,77,79,76,76,69,0,46.2,42,56,41,47,45,69,73,60,82,61
